player1,player2,player3,player4,player5,Tm,GP,Min,NETRTG,Poss
LJamesLAL ,DGreenLAL ,ADavisLAL ,KCaldwell-PopeLAL ,ACarusoLAL ,LAL ,16,33,20.3,74
LJamesLAL ,DHowardLAL ,ADavisLAL ,KCaldwell-PopeLAL ,ACarusoLAL ,LAL ,16,33,16.1,67
LWilliamsLAC ,MHarklessLAC ,JGreenLAC ,RMcGruderLAC ,MHarrellLAC ,LAC ,10,33,-3.9,76
LWilliamsLAC ,PBeverleyLAC ,MHarklessLAC ,JGreenLAC ,MHarrellLAC ,LAC ,9,33,1,72
MScottPHI ,JEmbiidPHI ,JRichardsonPHI ,BSimmonsPHI ,FKorkmazPHI ,PHI ,12,33,26.2,74
MScottPHI ,JEnnisIPHI ,JEmbiidPHI ,JRichardsonPHI ,BSimmonsPHI ,PHI ,11,33,-12.7,77
PTuckerHOU ,JHardenHOU ,ARiversHOU ,RCovingtonHOU ,DHouseHOU ,HOU ,10,33,-27.2,67
THarrisPHI ,MScottPHI ,JEmbiidPHI ,JRichardsonPHI ,BSimmonsPHI ,PHI ,6,33,13.5,66
WChandlerBKN ,DJordanBKN ,GTempleBKN ,SDinwiddieBKN ,JHarrisBKN ,BKN ,17,33,33.9,76
DAugustinORL ,TRossORL ,EFournierORL ,AGordonORL ,MBambaORL ,ORL ,11,32,12.9,69
DBrooksMEM ,JJacksonMEM ,DMeltonMEM ,JMorantMEM ,BClarkeMEM ,MEM ,10,32,30.4,69
DRoseDET ,ADrummondDET ,LGallowayDET ,CWoodDET ,BBrownDET ,DET ,10,32,-9.1,76
DRoseDET ,LGallowayDET ,CWoodDET ,TMakerDET ,BBrownDET ,DET ,11,32,-11,73
EKanterBOS ,BWanamakerBOS ,JTatumBOS ,SOjeleyeBOS ,CEdwardsBOS ,BOS ,7,32,4.6,65
EKanterBOS ,BWanamakerBOS ,MSmartBOS ,JTatumBOS ,SOjeleyeBOS ,BOS ,12,32,13.9,62
EPaytonNYK ,JRandleNYK ,KKnoxNYK ,MRobinsonNYK ,RBarrettNYK ,NYK ,12,32,4,70
JTeagueMIN ,GDiengMIN ,RCovingtonMIN ,AWigginsMIN ,JOkogieMIN ,MIN ,8,32,25.7,69
LAldridgeSAS ,DDeRozanSAS ,DMurraySAS ,BForbesSAS ,LWalkerSAS ,SAS ,14,32,-30.1,67
LAldridgeSAS ,RGaySAS ,MBelinelliSAS ,PMillsSAS ,DWhiteSAS ,SAS ,15,32,7.9,75
LWilliamsLAC ,PBeverleyLAC ,JGreenLAC ,MHarrellLAC ,LShametLAC ,LAC ,12,32,4.7,73
TGibsonNYK ,RBullockNYK ,EPaytonNYK ,BPortisNYK ,RBarrettNYK ,NYK ,3,32,-8,72
THardawayDAL ,SCurryDAL ,DFinney-SmithDAL ,MKleberDAL ,LDoncicDAL ,DAL ,17,32,20.8,72
AHorfordPHI ,THarrisPHI ,JEmbiidPHI ,JRichardsonPHI ,SMiltonPHI ,PHI ,4,31,-11.3,63
CPaulOKC ,DGallinariOKC ,SAdamsOKC ,HDialloOKC ,SGilgeous-AlexanderOKC ,OKC ,6,31,-5.8,65
DAugustinORL ,EFournierORL ,KBirchORL ,MFultzORL ,JIsaacORL ,ORL ,9,31,15.1,66
DGreenGSW ,GRobinsonIGSW ,WCauley-SteinGSW ,DLeeGSW ,KBowmanGSW ,GSW ,5,31,-11.3,69
DHowardLAL ,DGreenLAL ,ADavisLAL ,KCaldwell-PopeLAL ,ACarusoLAL ,LAL ,13,31,25.1,67
DLillardPOR ,KBazemorePOR ,MHezonjaPOR ,SLabissierePOR ,ASimonsPOR ,POR ,11,31,21.9,75
ISmithWAS ,DBertansWAS ,BBealWAS ,JMcRaeWAS ,TBryantWAS ,WAS ,9,31,53.9,76
JButlerMIA ,MLeonardMIA ,BAdebayoMIA ,KNunnMIA ,THerroMIA ,MIA ,8,31,37.6,62
JGreenUTA ,EDavisUTA ,JInglesUTA ,GNiangUTA ,DMitchellUTA ,UTA ,8,31,-12.3,64
JHolidayIND ,DMcDermottIND ,TWarrenIND ,TMcConnellIND ,DSabonisIND ,IND ,26,31,11,67
KDunnCHI ,RArcidiaconoCHI ,LMarkkanenCHI ,WCarterCHI ,CWhiteCHI ,CHI ,8,31,0,69
KLoveCLE ,TThompsonCLE ,CSextonCLE ,DGarlandCLE ,KPorterCLE ,CLE ,15,31,-29.9,67
KLoveCLE ,TThompsonCLE ,JClarksonCLE ,COsmanCLE ,CSextonCLE ,CLE ,13,31,15.3,65
KLowryTOR ,RHollis-JeffersonTOR ,MMillerTOR ,CBoucherTOR ,TDavisTOR ,TOR ,3,31,52.9,66
LWilliamsLAC ,PPattersonLAC ,RMcGruderLAC ,MHarrellLAC ,LShametLAC ,LAC ,4,31,-2.6,75
MPlumleeDEN ,JGrantDEN ,JMurrayDEN ,MMorrisDEN ,TCraigDEN ,DEN ,8,31,-5.1,62
MPlumleeDEN ,JGrantDEN ,MBeasleyDEN ,MMorrisDEN ,MPorterDEN ,DEN ,8,31,-36.3,71
MScottPHI ,TBurkePHI ,JEnnisIPHI ,JEmbiidPHI ,JRichardsonPHI ,PHI ,9,31,12.7,61
RBullockNYK ,EPaytonNYK ,JRandleNYK ,MRobinsonNYK ,RBarrettNYK ,NYK ,9,31,-9.9,69
TChandlerHOU ,PTuckerHOU ,RWestbrookHOU ,JHardenHOU ,BMcLemoreHOU ,HOU ,5,31,32.6,64
TRozierCHA ,DBaconCHA ,MBridgesCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,9,31,-16.8,65
WBartonDEN ,MPlumleeDEN ,JGrantDEN ,MMorrisDEN ,TCraigDEN ,DEN ,11,31,14.9,67
ABurksGSW ,DGreenGSW ,GRobinsonIGSW ,DRussellGSW ,OSpellmanGSW ,GSW ,4,30,-35.4,68
ATolliverSAC ,CJosephSAC ,KBazemoreSAC ,BHieldSAC ,HGilesISAC ,SAC ,7,30,-0.1,64
CPaulOKC ,NNoelOKC ,DSchroderOKC ,HDialloOKC ,DBazleyOKC ,OKC ,11,30,11.9,65
GHaywardBOS ,EKanterBOS ,MSmartBOS ,JBrownBOS ,JTatumBOS ,BOS ,8,30,-4.8,64
HBarnesSAC ,KBazemoreSAC ,BBogdanovicSAC ,DFoxSAC ,HGilesISAC ,SAC ,8,30,-3.1,66
IMahinmiWAS ,IThomasWAS ,BBealWAS ,TBryantWAS ,IBongaWAS ,WAS ,5,30,-6.4,65
IMahinmiWAS ,IThomasWAS ,JMcRaeWAS ,GPaytonWAS ,IBongaWAS ,WAS ,4,30,-6.6,63
JHolidayNOP ,DFavorsNOP ,LBallNOP ,JHartNOP ,ZWilliamsonNOP ,NOP ,6,30,27.4,69
JRedickNOP ,JHolidayNOP ,JOkaforNOP ,BIngramNOP ,KWilliamsNOP ,NOP ,6,30,-6.3,65
KLoveCLE ,TThompsonCLE ,COsmanCLE ,CSextonCLE ,KPorterCLE ,CLE ,8,30,1.5,64
KLowryTOR ,MGasolTOR ,SIbakaTOR ,PSiakamTOR ,OAnunobyTOR ,TOR ,3,30,27.8,64
KLowryTOR ,SIbakaTOR ,RHollis-JeffersonTOR ,PMcCawTOR ,OAnunobyTOR ,TOR ,5,30,-13.8,60
LAldridgeSAS ,MBelinelliSAS ,DDeRozanSAS ,DMurraySAS ,BForbesSAS ,SAS ,10,30,-10.6,64
LWilliamsLAC ,PBeverleyLAC ,PGeorgeLAC ,JGreenLAC ,MHarrellLAC ,LAC ,6,30,48.4,68
LWilliamsLAC ,PBeverleyLAC ,PPattersonLAC ,IZubacLAC ,LShametLAC ,LAC ,9,30,-12.5,64
MMorrisDET ,TSnellDET ,TMakerDET ,LKennardDET ,BBrownDET ,DET ,5,30,-8.8,59
NVucevicORL ,TRossORL ,AGordonORL ,MFultzORL ,WIwunduORL ,ORL ,10,30,-12.1,68
PMillsapDEN ,WBartonDEN ,MPlumleeDEN ,GHarrisDEN ,JMurrayDEN ,DEN ,13,30,15.2,65
PTuckerHOU ,JHardenHOU ,ARiversHOU ,CCapelaHOU ,DHouseHOU ,HOU ,19,30,-22.4,60
RLopezMIL ,WMatthewsMIL ,EBledsoeMIL ,KMiddletonMIL ,GAntetokounmpoMIL ,MIL ,10,30,51.1,66
RRubioPHX ,KOubrePHX ,DBookerPHX ,CDialloPHX ,MBridgesPHX ,PHX ,8,30,-24.3,70
THarrisPHI ,KO'QuinnPHI ,JEnnisIPHI ,BSimmonsPHI ,MThybullePHI ,PHI ,7,30,-38.3,63
TJohnsonPHX ,FKaminskyPHX ,MBridgesPHX ,JCarterPHX ,CJohnsonPHX ,PHX ,7,30,4.3,68
TThompsonCLE ,JClarksonCLE ,LNanceCLE ,COsmanCLE ,CSextonCLE ,CLE ,16,30,-20.6,67
TYoungCHI ,TSatoranskyCHI ,ZLaVineCHI ,KDunnCHI ,WCarterCHI ,CHI ,13,30,25.4,63
WBartonDEN ,JGrantDEN ,NJokicDEN ,MMorrisDEN ,MPorterDEN ,DEN ,13,30,8.7,64
WChandlerBKN ,DJordanBKN ,GTempleBKN ,TLuwawu-CabarrotBKN ,RKurucsBKN ,BKN ,5,30,-23.1,69
ABaynesPHX ,DSaricPHX ,KOubrePHX ,DBookerPHX ,EOkoboPHX ,PHX ,9,29,-37.8,61
ABurksGSW ,DGreenGSW ,GRobinsonIGSW ,WCauley-SteinGSW ,DLeeGSW ,GSW ,11,29,-6.1,65
ALenATL ,KHuerterATL ,TYoungATL ,CReddishATL ,DHunterATL ,ATL ,11,29,-1.3,70
AWigginsGSW ,MChrissGSW ,DLeeGSW ,MMulderGSW ,JToscano-AndersonGSW ,GSW ,5,29,4.3,54
BBiyomboCHA ,CZellerCHA ,TRozierCHA ,MBridgesCHA ,DGrahamCHA ,CHA ,7,29,-33.6,60
BBogdanovicUTA ,RGobertUTA ,JClarksonUTA ,JInglesUTA ,RO'NealeUTA ,UTA ,14,29,18.4,60
BGriffinDET ,ADrummondDET ,TSnellDET ,TFrazierDET ,SMykhailiukDET ,DET ,3,29,1.7,59
CAnthonyPOR ,CMcCollumPOR ,SLabissierePOR ,ASimonsPOR ,GTrentPOR ,POR ,7,29,42.3,60
CJosephSAC ,HBarnesSAC ,KBazemoreSAC ,ALenSAC ,BHieldSAC ,SAC ,7,29,-10.8,64
DDedmonATL ,JCollinsATL ,KHuerterATL ,TYoungATL ,CReddishATL ,ATL ,4,29,14.3,62
DHowardLAL ,RRondoLAL ,KCaldwell-PopeLAL ,ACarusoLAL ,KKuzmaLAL ,LAL ,12,29,-6.8,61
DSchroderOKC ,SAdamsOKC ,ANaderOKC ,TFergusonOKC ,SGilgeous-AlexanderOKC ,OKC ,9,29,35.6,60
IMahinmiWAS ,ISmithWAS ,DBertansWAS ,BBealWAS ,TBrownWAS ,WAS ,14,29,-4,65
JHolidayNOP ,JOkaforNOP ,BIngramNOP ,LBallNOP ,JHartNOP ,NOP ,8,29,-22.6,63
JHolidayIND ,TWarrenIND ,DSabonisIND ,MBrogdonIND ,AHolidayIND ,IND ,9,29,27.5,65
JLambIND ,TWarrenIND ,TMcConnellIND ,MTurnerIND ,DSabonisIND ,IND ,5,29,-14.6,61
KLoveCLE ,LNanceCLE ,CSextonCLE ,DGarlandCLE ,KPorterCLE ,CLE ,15,29,-33.7,66
MScottPHI ,TBurkePHI ,JEmbiidPHI ,JRichardsonPHI ,FKorkmazPHI ,PHI ,9,29,27.8,65
NVucevicORL ,TRossORL ,MCarter-WilliamsORL ,AGordonORL ,MFultzORL ,ORL ,14,29,-11.4,60
PPattersonLAC ,KLeonardLAC ,MHarklessLAC ,IZubacLAC ,LShametLAC ,LAC ,2,29,42.1,56
PTuckerHOU ,EGordonHOU ,JHardenHOU ,BMcLemoreHOU ,CCapelaHOU ,HOU ,9,29,-1.6,64
RGaySAS ,DDeRozanSAS ,PMillsSAS ,TLylesSAS ,DWhiteSAS ,SAS ,8,29,-5.2,58
RHollis-JeffersonTOR ,PSiakamTOR ,FVanVleetTOR ,CBoucherTOR ,TDavisTOR ,TOR ,12,29,23.7,60
RRubioPHX ,DSaricPHX ,KOubrePHX ,FKaminskyPHX ,MBridgesPHX ,PHX ,4,29,4.7,64
THardawayDAL ,DWrightDAL ,DFinney-SmithDAL ,MKleberDAL ,LDoncicDAL ,DAL ,20,29,6.7,74
THardawayDAL ,KPorzingisDAL ,DWrightDAL ,JJacksonDAL ,JBrunsonDAL ,DAL ,7,29,19,63
TRossORL ,MCarter-WilliamsORL ,WIwunduORL ,MBambaORL ,GClarkORL ,ORL ,6,29,-18.2,65
TRozierCHA ,MBridgesCHA ,DGrahamCHA ,CMartinCHA ,PWashingtonCHA ,CHA ,12,29,2.5,66
TThompsonCLE ,COsmanCLE ,CSextonCLE ,DGarlandCLE ,KPorterCLE ,CLE ,9,29,-52,58
TYoungCHI ,ZLaVineCHI ,KDunnCHI ,WCarterCHI ,CWhiteCHI ,CHI ,17,29,-7.5,64
WBartonDEN ,MPlumleeDEN ,GHarrisDEN ,NJokicDEN ,JMurrayDEN ,DEN ,11,29,42.2,57
ZLaVineCHI ,KDunnCHI ,LMarkkanenCHI ,WCarterCHI ,CWhiteCHI ,CHI ,12,29,-39.5,58
ABaynesPHX ,DSaricPHX ,KOubrePHX ,DBookerPHX ,JCarterPHX ,PHX ,5,28,15.8,59
AHorfordPHI ,THarrisPHI ,JEnnisIPHI ,JRichardsonPHI ,BSimmonsPHI ,PHI ,18,28,22.1,57
CAnthonyPOR ,ATolliverPOR ,DLillardPOR ,KBazemorePOR ,CMcCollumPOR ,POR ,5,28,0.1,64
CAnthonyPOR ,CMcCollumPOR ,CSwaniganPOR ,ASimonsPOR ,GTrentPOR ,POR ,5,28,-5.3,57
CDialloPHX ,MBridgesPHX ,JCarterPHX ,EOkoboPHX ,CJohnsonPHX ,PHX ,8,28,7,57
DGallinariOKC ,NNoelOKC ,DSchroderOKC ,ANaderOKC ,SGilgeous-AlexanderOKC ,OKC ,16,28,-4.5,62
EMooreNOP ,LBallNOP ,JHartNOP ,ZWilliamsonNOP ,NMelliNOP ,NOP ,6,28,-20,62
GDragicMIA ,JJohnsonMIA ,KOlynykMIA ,DJonesMIA ,THerroMIA ,MIA ,4,28,-7.9,62
GDragicMIA ,JJohnsonMIA ,MLeonardMIA ,DJonesMIA ,THerroMIA ,MIA ,4,28,7,59
GTempleBKN ,KIrvingBKN ,SDinwiddieBKN ,TPrinceBKN ,JAllenBKN ,BKN ,8,28,0.2,59
HBarnesSAC ,BBogdanovicSAC ,RHolmesSAC ,BHieldSAC ,DFoxSAC ,SAC ,7,28,15,64
ISmithWAS ,DBertansWAS ,BBealWAS ,JMcRaeWAS ,MWagnerWAS ,WAS ,6,28,32.1,64
IThomasWAS ,BBealWAS ,TBryantWAS ,RHachimuraWAS ,IBongaWAS ,WAS ,6,28,10.3,60
JHensonCLE ,DExumCLE ,LNanceCLE ,DGarlandCLE ,KPorterCLE ,CLE ,4,28,-3.3,60
KLowryTOR ,MGasolTOR ,NPowellTOR ,PSiakamTOR ,FVanVleetTOR ,TOR ,8,28,-32.3,59
KLowryTOR ,SIbakaTOR ,RHollis-JeffersonTOR ,FVanVleetTOR ,OAnunobyTOR ,TOR ,7,28,1.9,57
LJamesLAL ,DHowardLAL ,RRondoLAL ,TDanielsLAL ,KKuzmaLAL ,LAL ,6,28,-14.7,56
MBelinelliSAS ,PMillsSAS ,JPoeltlSAS ,DWhiteSAS ,LWalkerSAS ,SAS ,6,28,8.4,63
MLeonardMIA ,DJonesMIA ,BAdebayoMIA ,DRobinsonMIA ,KNunnMIA ,MIA ,3,28,3.5,58
MMorrisNYK ,EPaytonNYK ,JRandleNYK ,DDotsonNYK ,MRobinsonNYK ,NYK ,11,28,1.7,61
PTuckerHOU ,RWestbrookHOU ,JHardenHOU ,ARiversHOU ,DHouseHOU ,HOU ,11,28,13.5,61
SNapierMIN ,NVonlehMIN ,JLaymanMIN ,JOkogieMIN ,JCulverMIN ,MIN ,6,28,13.8,69
TArizaSAC ,CJosephSAC ,HBarnesSAC ,DDedmonSAC ,BBogdanovicSAC ,SAC ,8,28,2,53
TArizaPOR ,HWhitesidePOR ,DLillardPOR ,CMcCollumPOR ,GTrentPOR ,POR ,10,28,0.6,60
ABurksGSW ,DGreenGSW ,GRobinsonIGSW ,DLeeGSW ,OSpellmanGSW ,GSW ,7,27,-8.6,58
AHorfordPHI ,THarrisPHI ,RNetoPHI ,JEmbiidPHI ,JRichardsonPHI ,PHI ,4,27,-1.8,53
AWigginsGSW ,MChrissGSW ,DLeeGSW ,KBowmanGSW ,EPaschallGSW ,GSW ,3,27,-25.4,59
BBealWAS ,SNapierWAS ,TBryantWAS ,RHachimuraWAS ,IBongaWAS ,WAS ,3,27,-3.1,56
CAnthonyPOR ,HWhitesidePOR ,DLillardPOR ,ASimonsPOR ,GTrentPOR ,POR ,6,27,-6.1,57
CZellerCHA ,TRozierCHA ,DGrahamCHA ,CMartinCHA ,PWashingtonCHA ,CHA ,11,27,-27.9,58
DGallinariOKC ,DSchroderOKC ,MMuscalaOKC ,HDialloOKC ,SGilgeous-AlexanderOKC ,OKC ,11,27,19.8,61
DGallinariOKC ,DSchroderOKC ,SAdamsOKC ,SGilgeous-AlexanderOKC ,LDortOKC ,OKC ,14,27,25.3,58
GDragicMIA ,JButlerMIA ,DJonesMIA ,BAdebayoMIA ,DRobinsonMIA ,MIA ,14,27,26.9,57
GDragicMIA ,JButlerMIA ,JCrowderMIA ,BAdebayoMIA ,DRobinsonMIA ,MIA ,8,27,26.3,56
GDragicMIA ,JButlerMIA ,MLeonardMIA ,DJonesMIA ,THerroMIA ,MIA ,11,27,32.5,62
GHaywardBOS ,KWalkerBOS ,MSmartBOS ,DTheisBOS ,GWilliamsBOS ,BOS ,11,27,3.7,59
HWhitesidePOR ,DLillardPOR ,ASimonsPOR ,GTrentPOR ,NLittlePOR ,POR ,9,27,-21.6,61
JCrowderMEM ,TJonesMEM ,JJacksonMEM ,BClarkeMEM ,MGuduricMEM ,MEM ,9,27,-6.2,60
JHolidayIND ,DMcDermottIND ,JSampsonIND ,TMcConnellIND ,DSabonisIND ,IND ,8,27,25.8,63
JParkerATL ,DJonesATL ,DBembryATL ,TYoungATL ,CReddishATL ,ATL ,9,27,26.8,61
KBazemorePOR ,CMcCollumPOR ,MHezonjaPOR ,SLabissierePOR ,ASimonsPOR ,POR ,7,27,-15.5,58
LJamesLAL ,DGreenLAL ,ABradleyLAL ,ADavisLAL ,KCaldwell-PopeLAL ,LAL ,13,27,22.5,58
MGasolTOR ,RHollis-JeffersonTOR ,PSiakamTOR ,FVanVleetTOR ,TDavisTOR ,TOR ,9,27,42.6,54
MWilliamsCHA ,BBiyomboCHA ,MMonkCHA ,DGrahamCHA ,CMartinCHA ,CHA ,9,27,-21.7,61
MWilliamsCHA ,BBiyomboCHA ,TRozierCHA ,MBridgesCHA ,DGrahamCHA ,CHA ,13,27,-58.1,58
NBatumCHA ,CZellerCHA ,TRozierCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,8,27,20,61
PTuckerHOU ,EGordonHOU ,ARiversHOU ,BMcLemoreHOU ,DHouseHOU ,HOU ,7,27,35.6,58
SCurryDAL ,DPowellDAL ,DWrightDAL ,JJacksonDAL ,JBrunsonDAL ,DAL ,12,27,-16,55
SIbakaTOR ,RHollis-JeffersonTOR ,PMcCawTOR ,FVanVleetTOR ,TDavisTOR ,TOR ,7,27,2.7,57
THarrisPHI ,JEmbiidPHI ,JRichardsonPHI ,BSimmonsPHI ,FKorkmazPHI ,PHI ,6,27,-7.5,54
TJonesMEM ,JJacksonMEM ,JJacksonMEM ,DMeltonMEM ,BClarkeMEM ,MEM ,6,27,29,62
TSatoranskyCHI ,DValentineCHI ,SHarrisonCHI ,LMarkkanenCHI ,WCarterCHI ,CHI ,4,27,-7.5,54
TYoungCHI ,DValentineCHI ,RArcidiaconoCHI ,WCarterCHI ,CWhiteCHI ,CHI ,12,27,8.2,57
TYoungCHI ,TSatoranskyCHI ,ZLaVineCHI ,WCarterCHI ,CWhiteCHI ,CHI ,18,27,-11,62
ABurksGSW ,DRussellGSW ,OSpellmanGSW ,EPaschallGSW ,JPooleGSW ,GSW ,7,26,-36.7,51
AIguodalaMIA ,GDragicMIA ,JCrowderMIA ,BAdebayoMIA ,DRobinsonMIA ,MIA ,12,26,16.4,55
ALenATL ,JParkerATL ,KHuerterATL ,TYoungATL ,DHunterATL ,ATL ,12,26,26.7,56
BBogdanovicUTA ,RGobertUTA ,JClarksonUTA ,EMudiayUTA ,GNiangUTA ,UTA ,11,26,0.5,59
CLeVertBKN ,TPrinceBKN ,TLuwawu-CabarrotBKN ,JAllenBKN ,CChiozzaBKN ,BKN ,2,26,-8.7,57
CPaulOKC ,DSchroderOKC ,SAdamsOKC ,ANaderOKC ,DBazleyOKC ,OKC ,12,26,7.3,55
CZellerCHA ,TRozierCHA ,DBaconCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,12,26,-47.8,56
DJordanBKN ,SDinwiddieBKN ,JHarrisBKN ,CLeVertBKN ,TPrinceBKN ,BKN ,8,26,-3.8,57
DJordanBKN ,SDinwiddieBKN ,JHarrisBKN ,TPrinceBKN ,TLuwawu-CabarrotBKN ,BKN ,11,26,5.9,60
EIlyasovaMIL ,RLopezMIL ,GHillMIL ,KMiddletonMIL ,PConnaughtonMIL ,MIL ,13,26,-11.7,55
EIlyasovaMIL ,RLopezMIL ,GHillMIL ,PConnaughtonMIL ,DDiVincenzoMIL ,MIL ,8,26,-6.9,58
HBarnesSAC ,BBogdanovicSAC ,RHolmesSAC ,BHieldSAC ,YFerrellSAC ,SAC ,10,26,19,56
HWhitesidePOR ,DLillardPOR ,MHezonjaPOR ,ASimonsPOR ,GTrentPOR ,POR ,10,26,3.2,59
JHolidayNOP ,JOkaforNOP ,BIngramNOP ,LBallNOP ,NMelliNOP ,NOP ,3,26,9,57
JLambIND ,DMcDermottIND ,TWarrenIND ,TMcConnellIND ,DSabonisIND ,IND ,16,26,-21.9,55
JLambIND ,TWarrenIND ,JSampsonIND ,MBrogdonIND ,GBitadzeIND ,IND ,3,26,24.5,54
KLowryTOR ,RHollis-JeffersonTOR ,PSiakamTOR ,FVanVleetTOR ,OAnunobyTOR ,TOR ,2,26,25.9,62
KLowryTOR ,SIbakaTOR ,NPowellTOR ,PSiakamTOR ,FVanVleetTOR ,TOR ,13,26,20.4,60
KLowryTOR ,SIbakaTOR ,RHollis-JeffersonTOR ,NPowellTOR ,TDavisTOR ,TOR ,5,26,-29.4,58
KWalkerBOS ,MSmartBOS ,JTatumBOS ,SOjeleyeBOS ,DTheisBOS ,BOS ,9,26,42.8,54
LAldridgeSAS ,DDeRozanSAS ,PMillsSAS ,TLylesSAS ,DMurraySAS ,SAS ,16,26,-23.6,65
LAldridgeSAS ,TLylesSAS ,DMurraySAS ,BForbesSAS ,LWalkerSAS ,SAS ,6,26,16.7,52
LWilliamsLAC ,KLeonardLAC ,MHarklessLAC ,MHarrellLAC ,LShametLAC ,LAC ,11,26,-3.3,59
LWilliamsLAC ,PGeorgeLAC ,JGreenLAC ,RMcGruderLAC ,MHarrellLAC ,LAC ,9,26,-5,60
MMorrisDET ,TFrazierDET ,LGallowayDET ,CWoodDET ,SMykhailiukDET ,DET ,4,26,-35.4,60
MPlumleeDEN ,GHarrisDEN ,JGrantDEN ,MBeasleyDEN ,MMorrisDEN ,DEN ,8,26,48.1,53
MPlumleeDEN ,MBeasleyDEN ,JHernangomezDEN ,MMorrisDEN ,MPorterDEN ,DEN ,9,26,24.3,56
MWilliamsCHA ,CZellerCHA ,TRozierCHA ,DGrahamCHA ,CMartinCHA ,CHA ,9,26,11.1,51
NNoelOKC ,DSchroderOKC ,HDialloOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,OKC ,14,26,17.6,57
PTuckerHOU ,EGordonHOU ,JHardenHOU ,BMcLemoreHOU ,DHouseHOU ,HOU ,7,26,0,59
THardawayDAL ,DPowellDAL ,DWrightDAL ,DFinney-SmithDAL ,LDoncicDAL ,DAL ,8,26,-16.1,54
TYoungCHI ,TSatoranskyCHI ,ZLaVineCHI ,LMarkkanenCHI ,CWhiteCHI ,CHI ,11,26,46.1,60
WBartonDEN ,JGrantDEN ,NJokicDEN ,JMurrayDEN ,MPorterDEN ,DEN ,6,26,-6.8,56
WChandlerBKN ,DJordanBKN ,GTempleBKN ,SDinwiddieBKN ,TLuwawu-CabarrotBKN ,BKN ,13,26,-12.4,58
AHorfordPHI ,THarrisPHI ,JEmbiidPHI ,BSimmonsPHI ,MThybullePHI ,PHI ,13,25,-26.3,54
ALenATL ,JCollinsATL ,KHuerterATL ,CReddishATL ,DHunterATL ,ATL ,7,25,-27.3,55
CAnthonyPOR ,ATolliverPOR ,DLillardPOR ,CMcCollumPOR ,RHoodPOR ,POR ,1,25,15.7,51
CPaulOKC ,NNoelOKC ,DSchroderOKC ,ANaderOKC ,DBazleyOKC ,OKC ,12,25,-3.8,58
DAugustinORL ,NVucevicORL ,EFournierORL ,AGordonORL ,MFultzORL ,ORL ,11,25,-0.2,49
DHowardLAL ,KCaldwell-PopeLAL ,QCookLAL ,ACarusoLAL ,KKuzmaLAL ,LAL ,6,25,-10.9,56
DJordanBKN ,GTempleBKN ,IShumpertBKN ,TPinsonBKN ,DMusaBKN ,BKN ,5,25,-27.6,55
EKanterBOS ,BWanamakerBOS ,JBrownBOS ,JTatumBOS ,GWilliamsBOS ,BOS ,9,25,19.8,49
IMahinmiWAS ,IThomasWAS ,BBealWAS ,GPaytonWAS ,TBryantWAS ,WAS ,3,25,-63.8,52
ISmithWAS ,BBealWAS ,TBrownWAS ,MWagnerWAS ,RHachimuraWAS ,WAS ,10,25,-19.8,57
ISmithWAS ,DBertansWAS ,BBealWAS ,APasecniksWAS ,TBrownWAS ,WAS ,7,25,-30.1,55
ISmithWAS ,JMcRaeWAS ,APasecniksWAS ,TBrownWAS ,GMathewsWAS ,WAS ,2,25,15.2,54
JCrowderMEM ,SHillMEM ,TJonesMEM ,GAllenMEM ,JJacksonMEM ,MEM ,6,25,15.4,58
JHensonCLE ,DExumCLE ,LNanceCLE ,AMcKinnieCLE ,DGarlandCLE ,CLE ,5,25,10.1,56
JRandleNYK ,BPortisNYK ,FNtilikinaNYK ,DDotsonNYK ,KKnoxNYK ,NYK ,9,25,31.5,53
LAldridgeSAS ,DDeRozanSAS ,DMurraySAS ,BForbesSAS ,DWhiteSAS ,SAS ,10,25,0.1,53
LJamesLAL ,DHowardLAL ,KCaldwell-PopeLAL ,ACarusoLAL ,KKuzmaLAL ,LAL ,14,25,-12.2,50
LJamesLAL ,RRondoLAL ,ADavisLAL ,KCaldwell-PopeLAL ,KKuzmaLAL ,LAL ,16,25,1.4,57
LWilliamsLAC ,PBeverleyLAC ,PGeorgeLAC ,MHarklessLAC ,MHarrellLAC ,LAC ,8,25,-16.3,55
NVucevicORL ,TRossORL ,EFournierORL ,KBirchORL ,MFultzORL ,ORL ,9,25,-22.6,55
NVucevicORL ,TRossORL ,EFournierORL ,MCarter-WilliamsORL ,AGordonORL ,ORL ,13,25,-55.1,54
RRondoLAL ,ADavisLAL ,TDanielsLAL ,ACarusoLAL ,KKuzmaLAL ,LAL ,9,25,-7.3,55
RRubioPHX ,ABaynesPHX ,DBookerPHX ,MBridgesPHX ,JCarterPHX ,PHX ,5,25,15.3,57
SIbakaTOR ,RHollis-JeffersonTOR ,NPowellTOR ,FVanVleetTOR ,TDavisTOR ,TOR ,3,25,37.3,49
THardawayDAL ,SCurryDAL ,KPorzingisDAL ,DWrightDAL ,DFinney-SmithDAL ,DAL ,7,25,20.9,56
