player1,player2,player3,player4,player5,Tm,GP,Min,NETRTG,Poss
TYoungCHI ,ZLaVineCHI ,CFelicioCHI ,CHutchisonCHI ,CWhiteCHI ,CHI ,6,13,-32.1,29
WEllingtonNYK ,MMorrisNYK ,JRandleNYK ,MRobinsonNYK ,RBarrettNYK ,NYK ,2,13,-46.2,27
ABurksGSW ,DGreenGSW ,GRobinsonIGSW ,DLeeGSW ,EPaschallGSW ,GSW ,6,12,46.2,27
ABurksGSW ,GRobinsonIGSW ,MChrissGSW ,DLeeGSW ,KBowmanGSW ,GSW ,5,12,-15.4,26
ABurksGSW ,GRobinsonIGSW ,WCauley-SteinGSW ,DLeeGSW ,EPaschallGSW ,GSW ,3,12,-8.3,26
ADrummondDET ,CWoodDET ,BBrownDET ,SMykhailiukDET ,SDoumbouyaDET ,DET ,3,12,-8.3,25
ADrummondCLE ,LNanceCLE ,COsmanCLE ,DGarlandCLE ,KPorterCLE ,CLE ,4,12,-17.7,28
AHorfordPHI ,MScottPHI ,JEnnisIPHI ,RNetoPHI ,JRichardsonPHI ,PHI ,3,12,23.1,26
AHorfordPHI ,THarrisPHI ,JEnnisIPHI ,JEmbiidPHI ,BSimmonsPHI ,PHI ,10,12,-14.8,28
ATolliverPOR ,KBazemorePOR ,GTrentPOR ,NLittlePOR ,JHoardPOR ,POR ,1,12,52.2,23
BBealWAS ,SNapierWAS ,TBrownWAS ,MWagnerWAS ,RHachimuraWAS ,WAS ,6,12,-6.1,25
BBiyomboCHA ,MMonkCHA ,DGrahamCHA ,CMartinCHA ,PWashingtonCHA ,CHA ,5,12,-24,26
BGriffinDET ,CWoodDET ,LKennardDET ,BBrownDET ,SMykhailiukDET ,DET ,3,12,32,24
BKnightDET ,TSnellDET ,JMcRaeDET ,LGallowayDET ,CWoodDET ,DET ,2,12,46.5,21
BLopezMIL ,GHillMIL ,GAntetokounmpoMIL ,PConnaughtonMIL ,SBrownMIL ,MIL ,7,12,9,27
BLopezMIL ,GHillMIL ,KMiddletonMIL ,GAntetokounmpoMIL ,DDiVincenzoMIL ,MIL ,7,12,15.1,27
BLopezMIL ,WMatthewsMIL ,GAntetokounmpoMIL ,PConnaughtonMIL ,DDiVincenzoMIL ,MIL ,7,12,39.8,25
BPortisNYK ,FNtilikinaNYK ,DDotsonNYK ,KKnoxNYK ,RBarrettNYK ,NYK ,3,12,-17.9,28
BPortisNYK ,FNtilikinaNYK ,KKnoxNYK ,MRobinsonNYK ,RBarrettNYK ,NYK ,8,12,-18.4,27
BWanamakerBOS ,MSmartBOS ,JTatumBOS ,RWilliamsIBOS ,GWilliamsBOS ,BOS ,4,12,37.5,25
CAnthonyPOR ,DLillardPOR ,CMcCollumPOR ,RHoodPOR ,SLabissierePOR ,POR ,3,12,15.1,27
CAnthonyPOR ,TArizaPOR ,DLillardPOR ,CMcCollumPOR ,CSwaniganPOR ,POR ,5,12,19.2,26
CAnthonyPOR ,TArizaPOR ,HWhitesidePOR ,CMcCollumPOR ,MHezonjaPOR ,POR ,2,12,26.8,26
CFelicioCHI ,RArcidiaconoCHI ,SHarrisonCHI ,CHutchisonCHI ,CWhiteCHI ,CHI ,4,12,-4.3,25
CLeVertBKN ,TLuwawu-CabarrotBKN ,DMusaBKN ,RKurucsBKN ,NClaxtonBKN ,BKN ,1,12,-2.5,27
CMcCollumPOR ,MHezonjaPOR ,ASimonsPOR ,GTrentPOR ,WGabrielPOR ,POR ,2,12,-20.7,26
CPaulOKC ,DGallinariOKC ,DSchroderOKC ,MMuscalaOKC ,HDialloOKC ,OKC ,6,12,27.5,24
CPaulOKC ,DGallinariOKC ,DSchroderOKC ,SAdamsOKC ,LDortOKC ,OKC ,4,12,37.4,24
CPaulOKC ,DGallinariOKC ,NNoelOKC ,HDialloOKC ,SGilgeous-AlexanderOKC ,OKC ,4,12,-46.2,25
CPaulOKC ,DGallinariOKC ,SAdamsOKC ,TFergusonOKC ,LDortOKC ,OKC ,2,12,15.5,26
CPaulOKC ,DSchroderOKC ,SAdamsOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,OKC ,6,12,16.8,27
CPaulOKC ,SAdamsOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,LDortOKC ,OKC ,4,12,-32,25
CZellerCHA ,MMonkCHA ,DGrahamCHA ,CMartinCHA ,PWashingtonCHA ,CHA ,6,12,29.6,26
DAugustinORL ,EFournierORL ,KBirchORL ,AGordonORL ,JIsaacORL ,ORL ,2,12,3.8,25
DBenderGSW ,DLeeGSW ,MMulderGSW ,EPaschallGSW ,JPooleGSW ,GSW ,4,12,-30.8,26
DBertansWAS ,IThomasWAS ,BBealWAS ,TBrownWAS ,MWagnerWAS ,WAS ,4,12,13.2,29
DBookerPHX ,CDialloPHX ,MBridgesPHX ,TJeromePHX ,CJohnsonPHX ,PHX ,4,12,28.6,26
DGreenGSW ,AWigginsGSW ,MChrissGSW ,DLeeGSW ,KBowmanGSW ,GSW ,1,12,-44.2,25
DHowardLAL ,ADavisLAL ,KCaldwell-PopeLAL ,TDanielsLAL ,QCookLAL ,LAL ,5,12,-0.5,25
DHowardLAL ,JDudleyLAL ,KCaldwell-PopeLAL ,QCookLAL ,ACarusoLAL ,LAL ,2,12,19.2,27
DJonesMIA ,BAdebayoMIA ,DRobinsonMIA ,KNunnMIA ,THerroMIA ,MIA ,7,12,22.7,25
DRoseDET ,MMorrisDET ,TSnellDET ,TMakerDET ,SMykhailiukDET ,DET ,1,12,0.1,26
DRussellGSW ,MChrissGSW ,DLeeGSW ,OSpellmanGSW ,JPooleGSW ,GSW ,4,12,-24,26
DSaricPHX ,DBookerPHX ,CDialloPHX ,EOkoboPHX ,CJohnsonPHX ,PHX ,2,12,1.6,23
EMooreNOP ,LBallNOP ,FJacksonNOP ,JHartNOP ,NMelliNOP ,NOP ,6,12,30.2,29
GDiengMIN ,AWigginsMIN ,TGrahamMIN ,KMartinMIN ,JMcLaughlinMIN ,MIN ,1,12,29.6,27
GDiengMEM ,JJacksonMEM ,DMeltonMEM ,JMorantMEM ,BClarkeMEM ,MEM ,3,12,-66.3,24
GDiengMIN ,KBates-DiopMIN ,JOkogieMIN ,JMcLaughlinMIN ,JCulverMIN ,MIN ,2,12,-11.8,26
GDiengMIN ,RCovingtonMIN ,AWigginsMIN ,KBates-DiopMIN ,JCulverMIN ,MIN ,4,12,43.3,29
GDiengMIN ,RCovingtonMIN ,SNapierMIN ,TGrahamMIN ,JCulverMIN ,MIN ,2,12,3.5,24
GDragicMIA ,DJonesMIA ,BAdebayoMIA ,DRobinsonMIA ,GVincentMIA ,MIA ,1,12,37.6,26
GDragicMIA ,JButlerMIA ,MLeonardMIA ,DJonesMIA ,DRobinsonMIA ,MIA ,8,12,26.2,26
GDragicMIA ,KOlynykMIA ,DJonesMIA ,THerroMIA ,CSilvaMIA ,MIA ,1,12,-47.4,25
GDragicMIA ,KOlynykMIA ,JWinslowMIA ,DRobinsonMIA ,THerroMIA ,MIA ,3,12,-6.6,28
GHaywardBOS ,BWanamakerBOS ,MSmartBOS ,SOjeleyeBOS ,GWilliamsBOS ,BOS ,5,12,-3.7,26
GHaywardBOS ,EKanterBOS ,BWanamakerBOS ,MSmartBOS ,JTatumBOS ,BOS ,4,12,42.6,29
GHaywardBOS ,KWalkerBOS ,JBrownBOS ,JTatumBOS ,GWilliamsBOS ,BOS ,5,12,31.3,23
GRobinsonIGSW ,OSpellmanGSW ,KBowmanGSW ,EPaschallGSW ,JPooleGSW ,GSW ,7,12,-13.8,23
GTempleBKN ,KIrvingBKN ,SDinwiddieBKN ,JHarrisBKN ,JAllenBKN ,BKN ,6,12,-47.9,27
IMahinmiWAS ,ISmithWAS ,BBealWAS ,TBrownWAS ,RHachimuraWAS ,WAS ,5,12,-56.6,26
IMahinmiWAS ,ISmithWAS ,DBertansWAS ,BBealWAS ,IBongaWAS ,WAS ,7,12,38.9,29
IMahinmiWAS ,ISmithWAS ,IThomasWAS ,JMcRaeWAS ,TBrownWAS ,WAS ,4,12,-35.2,26
JCrowderMEM ,SHillMEM ,GAllenMEM ,JJacksonMEM ,DMeltonMEM ,MEM ,2,12,-24,26
JGreenUTA ,BBogdanovicUTA ,RGobertUTA ,JInglesUTA ,DMitchellUTA ,UTA ,6,12,31.1,23
JGreenUTA ,BBogdanovicUTA ,RGobertUTA ,RO'NealeUTA ,DMitchellUTA ,UTA ,10,12,-7.3,27
JHensonCLE ,DExumCLE ,LNanceCLE ,AMcKinnieCLE ,CSextonCLE ,CLE ,3,12,32,24
JHolidayIND ,DMcDermottIND ,DSabonisIND ,AHolidayIND ,GBitadzeIND ,IND ,3,12,7.1,27
JHolidayIND ,DMcDermottIND ,TWarrenIND ,TMcConnellIND ,MTurnerIND ,IND ,8,12,-62.1,28
JHolidayIND ,DMcDermottIND ,TWarrenIND ,TMcConnellIND ,TLeafIND ,IND ,4,12,-11.5,27
JHolidayNOP ,JOkaforNOP ,LBallNOP ,JHartNOP ,KWilliamsNOP ,NOP ,3,12,37.5,23
JHolidayIND ,TWarrenIND ,TMcConnellIND ,MTurnerIND ,ESumnerIND ,IND ,6,12,-30.5,25
JJohnsonMIN ,JLaymanMIN ,KMartinMIN ,JMcLaughlinMIN ,JCulverMIN ,MIN ,5,12,-10.2,28
JLambIND ,JHolidayIND ,DMcDermottIND ,DSabonisIND ,AHolidayIND ,IND ,7,12,12,25
JParkerATL ,BFernandoATL ,TYoungATL ,CReddishATL ,DHunterATL ,ATL ,9,12,50.7,28
JParkerATL ,JCollinsATL ,KHuerterATL ,CReddishATL ,DHunterATL ,ATL ,3,12,-43.1,26
JRandleNYK ,BPortisNYK ,FNtilikinaNYK ,KKnoxNYK ,RBarrettNYK ,NYK ,5,12,20.8,28
JRandleNYK ,FNtilikinaNYK ,KKnoxNYK ,MRobinsonNYK ,RBarrettNYK ,NYK ,12,12,-4.9,29
JTeagueATL ,JCollinsATL ,KHuerterATL ,TYoungATL ,CReddishATL ,ATL ,3,12,9.6,28
JTeagueATL ,JCollinsATL ,KHuerterATL ,TYoungATL ,DHunterATL ,ATL ,8,12,-9.2,29
JTeagueMIN ,KTownsMIN ,JBellMIN ,JOkogieMIN ,JCulverMIN ,MIN ,5,12,28.3,27
JTeagueMIN ,NVonlehMIN ,KBates-DiopMIN ,JOkogieMIN ,JCulverMIN ,MIN ,4,12,7.5,27
JTeagueMIN ,NVonlehMIN ,TGrahamMIN ,KBates-DiopMIN ,JCulverMIN ,MIN ,4,12,-47.1,24
KKorverMIL ,EIlyasovaMIL ,RLopezMIL ,GHillMIL ,KMiddletonMIL ,MIL ,5,12,25,29
KKorverMIL ,EIlyasovaMIL ,RLopezMIL ,PConnaughtonMIL ,DDiVincenzoMIL ,MIL ,7,12,6.2,29
KKorverMIL ,RLopezMIL ,GHillMIL ,GAntetokounmpoMIL ,DDiVincenzoMIL ,MIL ,7,12,-12.2,25
KKorverMIL ,RLopezMIL ,PConnaughtonMIL ,DWilsonMIL ,SBrownMIL ,MIL ,4,12,-40.9,32
KLoveCLE ,TThompsonCLE ,JClarksonCLE ,COsmanCLE ,DGarlandCLE ,CLE ,9,12,-29.7,30
KLowryTOR ,RHollis-JeffersonTOR ,PMcCawTOR ,CBoucherTOR ,TDavisTOR ,TOR ,7,12,11.1,26
KOlynykMIA ,DJonesMIA ,KNunnMIA ,THerroMIA ,CSilvaMIA ,MIA ,4,12,-69.3,27
KOlynykMIA ,JWinslowMIA ,BAdebayoMIA ,KNunnMIA ,THerroMIA ,MIA ,3,12,35.7,28
KWalkerBOS ,BWanamakerBOS ,JBrownBOS ,JTatumBOS ,DTheisBOS ,BOS ,6,12,-13.5,25
KWalkerBOS ,MSmartBOS ,JBrownBOS ,JTatumBOS ,GWilliamsBOS ,BOS ,6,12,3.2,26
LAldridgeSAS ,DDeRozanSAS ,TLylesSAS ,DWhiteSAS ,LWalkerSAS ,SAS ,2,12,32.8,27
LAldridgeSAS ,RGaySAS ,DMurraySAS ,BForbesSAS ,LWalkerSAS ,SAS ,8,12,-29.6,26
LJamesLAL ,JMcGeeLAL ,DGreenLAL ,KCaldwell-PopeLAL ,KKuzmaLAL ,LAL ,4,12,59.7,26
LWilliamsLAC ,JGreenLAC ,MHarrellLAC ,LShametLAC ,ACoffeyLAC ,LAC ,4,12,43.4,28
LWilliamsLAC ,KLeonardLAC ,RMcGruderLAC ,MHarrellLAC ,LShametLAC ,LAC ,7,12,7.5,25
LWilliamsLAC ,PBeverleyLAC ,PGeorgeLAC ,MHarklessLAC ,IZubacLAC ,LAC ,9,12,13.4,29
LWilliamsLAC ,PBeverleyLAC ,PPattersonLAC ,MHarrellLAC ,JRobinsonLAC ,LAC ,4,12,24.9,28
LWilliamsLAC ,PGeorgeLAC ,MHarklessLAC ,MHarrellLAC ,LShametLAC ,LAC ,3,12,-96.9,24
LWilliamsLAC ,PGeorgeLAC ,MMorrisLAC ,KLeonardLAC ,MHarrellLAC ,LAC ,4,12,-8,25
LWilliamsLAC ,PPattersonLAC ,KLeonardLAC ,MHarrellLAC ,LShametLAC ,LAC ,7,12,16,30
LWilliamsLAC ,PPattersonLAC ,MHarrellLAC ,JRobinsonLAC ,TMannLAC ,LAC ,3,12,27.2,29
MConleyUTA ,RGobertUTA ,JClarksonUTA ,JInglesUTA ,GNiangUTA ,UTA ,10,12,-17,26
MGasolTOR ,PSiakamTOR ,FVanVleetTOR ,OAnunobyTOR ,MThomasTOR ,TOR ,4,12,41.6,28
MMorrisDET ,LGallowayDET ,TMakerDET ,LKennardDET ,BBrownDET ,DET ,3,12,-2,24
MScottPHI ,RNetoPHI ,JEmbiidPHI ,JRichardsonPHI ,MThybullePHI ,PHI ,4,12,-12.5,25
MWilliamsCHA ,CZellerCHA ,TRozierCHA ,DBaconCHA ,DGrahamCHA ,CHA ,8,12,-18.8,26
MWilliamsCHA ,NBatumCHA ,BBiyomboCHA ,TRozierCHA ,MMonkCHA ,CHA ,7,12,20.8,24
MWilliamsCHA ,TRozierCHA ,MBridgesCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,10,12,-29.9,30
NBjelicaSAC ,CJosephSAC ,KBazemoreSAC ,BBogdanovicSAC ,BHieldSAC ,SAC ,3,12,34.4,24
NBjelicaSAC ,CJosephSAC ,KBazemoreSAC ,BHieldSAC ,DFoxSAC ,SAC ,6,12,15.1,22
NVucevicORL ,EFournierORL ,JEnnisIORL ,MFultzORL ,GClarkORL ,ORL ,1,12,27.5,23
NVucevicORL ,EFournierORL ,MFultzORL ,WIwunduORL ,AJeffersonORL ,ORL ,2,12,63.5,26
PBeverleyLAC ,PGeorgeLAC ,PPattersonLAC ,KLeonardLAC ,IZubacLAC ,LAC ,1,12,-30.7,23
PGeorgeLAC ,KLeonardLAC ,MHarklessLAC ,IZubacLAC ,TMannLAC ,LAC ,1,12,69.2,25
PGeorgeLAC ,MHarklessLAC ,IZubacLAC ,LShametLAC ,TMannLAC ,LAC ,1,12,-25.9,27
PMillsapDEN ,GHarrisDEN ,PDozierDEN ,MMorrisDEN ,KBates-DiopDEN ,DEN ,1,12,20.2,25
PTuckerHOU ,JGreenHOU ,JHardenHOU ,ARiversHOU ,RCovingtonHOU ,HOU ,2,12,13,23
PTuckerHOU ,RWestbrookHOU ,ARiversHOU ,BMcLemoreHOU ,GClarkHOU ,HOU ,7,12,40.7,30
PTuckerHOU ,RWestbrookHOU ,EGordonHOU ,JHardenHOU ,ARiversHOU ,HOU ,10,12,-10.3,29
PTuckerHOU ,RWestbrookHOU ,JHardenHOU ,ARiversHOU ,BMcLemoreHOU ,HOU ,10,12,13.7,32
PTuckerHOU ,RWestbrookHOU ,JHardenHOU ,DHouseHOU ,GClarkHOU ,HOU ,3,12,-56.7,28
RGobertUTA ,JClarksonUTA ,JInglesUTA ,GNiangUTA ,DMitchellUTA ,UTA ,20,12,-30.1,26
RHollis-JeffersonTOR ,PMcCawTOR ,CBoucherTOR ,OBrissettTOR ,MThomasTOR ,TOR ,2,12,-16.7,25
RJacksonLAC ,JGreenLAC ,RMcGruderLAC ,MHarrellLAC ,LShametLAC ,LAC ,1,12,34.6,27
RLopezMIL ,KMiddletonMIL ,GAntetokounmpoMIL ,PConnaughtonMIL ,DDiVincenzoMIL ,MIL ,8,12,35.7,31
RRubioPHX ,KOubrePHX ,CDialloPHX ,MBridgesPHX ,CJohnsonPHX ,PHX ,3,12,11.5,27
RRubioPHX ,KOubrePHX ,MBridgesPHX ,DAytonPHX ,CJohnsonPHX ,PHX ,5,12,25.9,27
RRubioPHX ,KOubrePHX ,MBridgesPHX ,JCarterPHX ,DAytonPHX ,PHX ,6,12,-20.4,26
RWestbrookHOU ,JHardenHOU ,ARiversHOU ,CCapelaHOU ,DHouseHOU ,HOU ,10,12,-15.8,32
RWestbrookHOU ,JHardenHOU ,BMcLemoreHOU ,CCapelaHOU ,DHouseHOU ,HOU ,9,12,-13.5,27
SCurryDAL ,DFinney-SmithDAL ,MKleberDAL ,JBrunsonDAL ,LDoncicDAL ,DAL ,8,12,21.5,27
SDinwiddieBKN ,TPrinceBKN ,JAllenBKN ,TPinsonBKN ,DMusaBKN ,BKN ,5,12,-25.2,25
SIbakaTOR ,RHollis-JeffersonTOR ,PMcCawTOR ,FVanVleetTOR ,OAnunobyTOR ,TOR ,4,12,7.4,28
TArizaSAC ,CJosephSAC ,HBarnesSAC ,BHieldSAC ,HGilesISAC ,SAC ,4,12,45.2,27
TArizaPOR ,HWhitesidePOR ,DLillardPOR ,GTrentPOR ,NLittlePOR ,POR ,5,12,41.5,29
TArizaSAC ,NBjelicaSAC ,CJosephSAC ,RHolmesSAC ,DFoxSAC ,SAC ,2,12,10.9,24
TChandlerHOU ,PTuckerHOU ,RWestbrookHOU ,JHardenHOU ,ARiversHOU ,HOU ,6,12,60,29
TChandlerHOU ,TSefoloshaHOU ,RWestbrookHOU ,EGordonHOU ,ARiversHOU ,HOU ,5,12,-10.3,29
TGrahamATL ,JCollinsATL ,KHuerterATL ,TYoungATL ,CReddishATL ,ATL ,3,12,7.3,27
THardawayDAL ,DPowellDAL ,KPorzingisDAL ,DWrightDAL ,JBrunsonDAL ,DAL ,4,12,30.5,25
THardawayDAL ,DPowellDAL ,KPorzingisDAL ,DWrightDAL ,LDoncicDAL ,DAL ,8,12,1.4,25
THardawayDAL ,KPorzingisDAL ,DWrightDAL ,DFinney-SmithDAL ,JBrunsonDAL ,DAL ,8,12,-13.8,24
THardawayDAL ,KPorzingisDAL ,DWrightDAL ,DFinney-SmithDAL ,MKleberDAL ,DAL ,6,12,-33.2,27
THardawayDAL ,SCurryDAL ,DFinney-SmithDAL ,MKleberDAL ,JBrunsonDAL ,DAL ,6,12,11.7,29
THardawayDAL ,SCurryDAL ,JJacksonDAL ,MKleberDAL ,JBrunsonDAL ,DAL ,2,12,-44.2,25
THarrisPHI ,MScottPHI ,RNetoPHI ,JEmbiidPHI ,JRichardsonPHI ,PHI ,5,12,-60.2,21
TJohnsonPHX ,KOubrePHX ,FKaminskyPHX ,DBookerPHX ,CJohnsonPHX ,PHX ,4,12,-66.4,23
TRossORL ,EFournierORL ,KBirchORL ,AGordonORL ,MFultzORL ,ORL ,7,12,-22.5,26
TRozierCHA ,WHernangomezCHA ,MMonkCHA ,MBridgesCHA ,CMartinCHA ,CHA ,4,12,-47.2,28
TSatoranskyCHI ,ZLaVineCHI ,LMarkkanenCHI ,LKornetCHI ,CWhiteCHI ,CHI ,9,12,-26.3,26
TThompsonCLE ,DExumCLE ,LNanceCLE ,AMcKinnieCLE ,DGarlandCLE ,CLE ,5,12,-37.3,25
TThompsonCLE ,MDellavedovaCLE ,JClarksonCLE ,LNanceCLE ,COsmanCLE ,CLE ,10,12,28.2,25
TYoungCHI ,CFelicioCHI ,RArcidiaconoCHI ,CHutchisonCHI ,CWhiteCHI ,CHI ,5,12,-0.4,24
TYoungCHI ,DValentineCHI ,RArcidiaconoCHI ,LMarkkanenCHI ,CWhiteCHI ,CHI ,5,12,-11.2,30
TYoungCHI ,DValentineCHI ,SHarrisonCHI ,WCarterCHI ,CWhiteCHI ,CHI ,4,12,34.8,23
TYoungCHI ,ZLaVineCHI ,CFelicioCHI ,SHarrisonCHI ,CWhiteCHI ,CHI ,5,12,31.5,28
VCarterATL ,ACrabbeATL ,JParkerATL ,TYoungATL ,DHunterATL ,ATL ,6,12,-69.4,26
VCarterATL ,DJonesATL ,TYoungATL ,CReddishATL ,DHunterATL ,ATL ,8,12,-18.4,27
WBartonDEN ,JGrantDEN ,NJokicDEN ,MBeasleyDEN ,JMurrayDEN ,DEN ,9,12,56.6,26
WBartonDEN ,MPlumleeDEN ,JGrantDEN ,JMurrayDEN ,MMorrisDEN ,DEN ,7,12,26.5,25
WBartonDEN ,NJokicDEN ,MMorrisDEN ,TCraigDEN ,MPorterDEN ,DEN ,6,12,-3.9,28
WChandlerBKN ,DJordanBKN ,SDinwiddieBKN ,JHarrisBKN ,TPrinceBKN ,BKN ,8,12,-13.1,26
WChandlerBKN ,KIrvingBKN ,SDinwiddieBKN ,JHarrisBKN ,JAllenBKN ,BKN ,4,12,52.2,24
WEllingtonNYK ,EPaytonNYK ,BPortisNYK ,KKnoxNYK ,MRobinsonNYK ,NYK ,6,12,0.3,26
ABaynesPHX ,DSaricPHX ,DBookerPHX ,EOkoboPHX ,CJohnsonPHX ,PHX ,5,11,-47.1,24
ABurksGSW ,DRussellGSW ,MChrissGSW ,DLeeGSW ,EPaschallGSW ,GSW ,5,11,-40,26
ABurksGSW ,GRobinsonIGSW ,WCauley-SteinGSW ,EPaschallGSW ,JPooleGSW ,GSW ,3,11,-52.2,23
ABurksGSW ,MChrissGSW ,OSpellmanGSW ,KBowmanGSW ,EPaschallGSW ,GSW ,6,11,12.2,24
ADrummondDET ,TSnellDET ,CWoodDET ,LKennardDET ,BBrownDET ,DET ,4,11,-60.9,22
AHorfordPHI ,ABurksPHI ,THarrisPHI ,SMiltonPHI ,MThybullePHI ,PHI ,4,11,-36.2,22
AHorfordPHI ,MScottPHI ,GRobinsonIPHI ,FKorkmazPHI ,SMiltonPHI ,PHI ,4,11,48,22
AHorfordPHI ,MScottPHI ,JEnnisIPHI ,JRichardsonPHI ,BSimmonsPHI ,PHI ,10,11,3,23
AIguodalaMIA ,GDragicMIA ,JButlerMIA ,BAdebayoMIA ,DRobinsonMIA ,MIA ,6,11,1.9,30
BBealWAS ,SNapierWAS ,MWagnerWAS ,RHachimuraWAS ,IBongaWAS ,WAS ,5,11,-12.1,24
BBiyomboCHA ,DBaconCHA ,MBridgesCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,6,11,-13.5,24
BBiyomboCHA ,MBridgesCHA ,DGrahamCHA ,CMartinCHA ,PWashingtonCHA ,CHA ,2,11,46.1,24
BBiyomboCHA ,TRozierCHA ,MBridgesCHA ,CMartinCHA ,JMcDanielsCHA ,CHA ,3,11,44.9,23
BBogdanovicUTA ,RGobertUTA ,RO'NealeUTA ,GNiangUTA ,DMitchellUTA ,UTA ,9,11,20.2,25
BIngramNOP ,LBallNOP ,JHartNOP ,KWilliamsNOP ,JHayesNOP ,NOP ,3,11,-18.8,29
BKnightDET ,JHensonDET ,LGallowayDET ,BBrownDET ,SDoumbouyaDET ,DET ,2,11,-14,22
BKnightDET ,TSnellDET ,CWoodDET ,TMakerDET ,SMykhailiukDET ,DET ,1,11,50,20
BLopezMIL ,EBledsoeMIL ,GAntetokounmpoMIL ,SBrownMIL ,DDiVincenzoMIL ,MIL ,6,11,5.3,22
BLopezMIL ,EBledsoeMIL ,KMiddletonMIL ,PConnaughtonMIL ,DDiVincenzoMIL ,MIL ,6,11,-8.3,25
BWanamakerBOS ,JTatumBOS ,SOjeleyeBOS ,RWilliamsIBOS ,JGreenBOS ,BOS ,3,11,-8.7,22
BWanamakerBOS ,MSmartBOS ,JBrownBOS ,DTheisBOS ,GWilliamsBOS ,BOS ,5,11,15,22
CAnthonyPOR ,DLillardPOR ,CMcCollumPOR ,CSwaniganPOR ,GTrentPOR ,POR ,4,11,37.5,24
CAnthonyPOR ,DLillardPOR ,CMcCollumPOR ,MHezonjaPOR ,GTrentPOR ,POR ,1,11,8.3,24
CAnthonyPOR ,HWhitesidePOR ,DLillardPOR ,MHezonjaPOR ,ASimonsPOR ,POR ,5,11,-32,25
CAnthonyPOR ,HWhitesidePOR ,DLillardPOR ,MHezonjaPOR ,GTrentPOR ,POR ,3,11,69.2,25
CDialloPHX ,MBridgesPHX ,JCarterPHX ,TJeromePHX ,CJohnsonPHX ,PHX ,1,11,-48,22
CJosephSAC ,HBarnesSAC ,DDedmonSAC ,BHieldSAC ,DFoxSAC ,SAC ,4,11,7.2,24
CJosephSAC ,HBarnesSAC ,KBazemoreSAC ,RHolmesSAC ,BHieldSAC ,SAC ,2,11,26.2,24
CLeeDAL ,SCurryDAL ,DWrightDAL ,JJacksonDAL ,MKleberDAL ,DAL ,4,11,-15.8,24
CMilesWAS ,ISmithWAS ,DBertansWAS ,BBealWAS ,TBryantWAS ,WAS ,4,11,21.7,23
CPaulOKC ,DGallinariOKC ,DSchroderOKC ,MMuscalaOKC ,TFergusonOKC ,OKC ,4,11,9.7,23
DAugustinORL ,AAminuORL ,MCarter-WilliamsORL ,AGordonORL ,MBambaORL ,ORL ,1,11,-8.3,23
DAugustinORL ,AAminuORL ,TRossORL ,KBirchORL ,JIsaacORL ,ORL ,4,11,-73.9,24
DAugustinORL ,NVucevicORL ,EFournierORL ,KBirchORL ,MFultzORL ,ORL ,4,11,45.1,22
DAugustinORL ,TRossORL ,EFournierORL ,KBirchORL ,JIsaacORL ,ORL ,10,11,-29.6,26
DAugustinORL ,TRossORL ,KBirchORL ,MFultzORL ,WIwunduORL ,ORL ,2,11,-0.4,23
DBertansWAS ,JMcRaeWAS ,MWagnerWAS ,CChiozzaWAS ,ASchofieldWAS ,WAS ,1,11,26.2,25
DBertansWAS ,SNapierWAS ,TBryantWAS ,TBrownWAS ,JRobinsonWAS ,WAS ,2,11,60.7,26
DDeRozanSAS ,DMurraySAS ,JPoeltlSAS ,BForbesSAS ,LWalkerSAS ,SAS ,7,11,0,25
DDeRozanSAS ,TLylesSAS ,JPoeltlSAS ,BForbesSAS ,DWhiteSAS ,SAS ,10,11,-13,26
DGreenGSW ,GRobinsonIGSW ,DLeeGSW ,OSpellmanGSW ,KBowmanGSW ,GSW ,3,11,-30.8,27
DJordanBKN ,GTempleBKN ,IShumpertBKN ,SDinwiddieBKN ,DMusaBKN ,BKN ,5,11,12.5,25
DRoseDET ,BGriffinDET ,ADrummondDET ,TSnellDET ,LGallowayDET ,DET ,6,11,-20,25
DRoseDET ,BGriffinDET ,LGallowayDET ,TMakerDET ,SMykhailiukDET ,DET ,3,11,-31.8,22
DRoseDET ,MMorrisDET ,ADrummondDET ,LKennardDET ,BBrownDET ,DET ,3,11,-8.3,24
DRoseDET ,MMorrisDET ,ADrummondDET ,TSnellDET ,SMykhailiukDET ,DET ,4,11,15,23
DRoseDET ,TSnellDET ,CWoodDET ,BBrownDET ,SDoumbouyaDET ,DET ,5,11,-9.7,24
DRussellMIN ,JLaymanMIN ,JCulverMIN ,JNowellMIN ,NReidMIN ,MIN ,2,11,-22.5,23
DSaricPHX ,KOubrePHX ,DBookerPHX ,MBridgesPHX ,EOkoboPHX ,PHX ,5,11,27.4,28
DSchroderOKC ,SAdamsOKC ,ANaderOKC ,HDialloOKC ,DBazleyOKC ,OKC ,6,11,-64,24
DSchroderOKC ,SAdamsOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,LDortOKC ,OKC ,6,11,-20,26
EDavisUTA ,JClarksonUTA ,EMudiayUTA ,GNiangUTA ,DMitchellUTA ,UTA ,2,11,1,24
