cluster,Player,Pos,player_code,Season,G,GS,MP,Height,PER,ORBrate,DRBrate,ASTrate,STLrate,BLKrate,TOVrate,PTS,USGrate,FTr,FT_perc,FGA,FGperc2P,FGperc3P,2PTperc_Assisted,FGAperc3P,CornerPerc3PA,3PTperc_Assisted,DunkspercFGA,FGAperc0to3,FGAperc3to10,FGAperc10to16,FGAperc16to3P,poss,mp,raptor_total,war_reg_season,predator_total,pace_impact
High Usage Guards,Leandro Barbosa,SG,barbole01,2017,67,0,963,75,11.5,1.6,10.3,13,1.5,0.7,10.4,20.8,20,0.115,0.889,19.5,0.466,0.357,0.321,0.25,0.367,0.829,0,0.321,0.12,0.082,0.23,2026,963,-2.10574352,0.316675595,-3.449863448,0.04271048
Ball Dominant Playmakers,J.J. Barea,PG,bareajo01,2007,33,1,191,70,9.6,4.5,11.1,20.4,0.3,0.4,13.7,21.9,25,0.308,0.667,21.9,0.386,0.286,0.318,0.269,0.143,0.667,0,0.321,0.103,0.128,0.179,368,195,-5.457077656,-0.234217976,-6.631546851,0.402572104
Ball Dominant Playmakers,J.J. Barea,PG,bareajo01,2008,44,9,460,70,11.7,1,10.5,20.6,1.6,0.2,15.9,22.1,22.3,0.206,0.8,19.7,0.431,0.389,0.24,0.318,0.111,0.667,0,0.488,0.047,0.047,0.1,883,465,-1.94833768,0.107037876,-2.417819851,0.507714443
High Usage Guards,J.J. Barea,SG,bareajo01,2009,79,15,1600,70,13.4,2.6,10,26.4,1.2,0.2,14.9,20.2,20.2,0.167,0.753,18.3,0.474,0.357,0.178,0.276,0.149,0.582,0,0.399,0.11,0.074,0.142,3504,1821,-0.374532101,1.825171182,-1.372603044,-0.20957505
Ball Dominant Playmakers,J.J. Barea,PG,bareajo01,2010,78,18,1546,70,12.8,1.3,9.5,26.1,1.2,0.3,15.3,20,19.9,0.171,0.844,17.7,0.476,0.357,0.142,0.298,0.134,0.554,0,0.324,0.129,0.095,0.154,3209,1651,-2.765171145,0.162090552,-3.207033795,-0.054230792
Ball Dominant Playmakers,J.J. Barea,PG,bareajo01,2011,81,2,1669,70,14.8,2.1,8.8,31.2,0.9,0,15.9,24.2,23.9,0.242,0.847,20.4,0.476,0.349,0.119,0.291,0.116,0.591,0,0.308,0.197,0.089,0.114,3923,2059,-1.247299682,0.989876318,-1.559217637,-0.058996073
Ball Dominant Playmakers,J.J. Barea,PG,bareajo01,2012,41,11,1032,70,14.9,1.5,10.8,39,1,0,18.3,23.1,24.3,0.234,0.776,20.8,0.415,0.371,0.114,0.342,0.14,0.547,0,0.289,0.196,0.084,0.089,2029,1032,-1.532110923,0.640172287,-1.742960164,-0.155316828
Ball Dominant Playmakers,J.J. Barea,PG,bareajo01,2013,74,2,1713,70,14.1,2.2,11.9,30.6,1,0,15.1,25.2,25.1,0.177,0.784,22.9,0.458,0.346,0.183,0.369,0.164,0.588,0,0.303,0.144,0.084,0.099,3350,1713,-1.763052489,0.86445953,-1.967790151,0.204481061
Ball Dominant Playmakers,J.J. Barea,PG,bareajo01,2014,79,1,1471,70,11.6,1.2,10.5,32.7,0.9,0,15.2,22.1,23.9,0.152,0.79,22,0.426,0.316,0.155,0.352,0.095,0.452,0,0.29,0.149,0.076,0.133,2978,1471,-2.527257457,0.165360148,-3.203154732,-1.037968903
High Usage Guards,J.J. Barea,PG,bareajo01,2015,77,10,1362,70,15.1,1.8,9,29.6,1.2,0.1,10.8,21.5,21.2,0.175,0.809,19.8,0.463,0.323,0.152,0.312,0.156,0.648,0,0.257,0.243,0.088,0.101,3085,1516,2.097278601,2.974976323,1.045558754,-0.970513327
Ball Dominant Playmakers,J.J. Barea,PG,bareajo01,2016,74,16,1667,70,15.4,1.7,8.3,31.5,0.8,0.1,13,24.7,23.8,0.135,0.771,21.7,0.481,0.385,0.189,0.366,0.146,0.57,0,0.193,0.243,0.113,0.086,3586,1767,-1.373878832,1.718049028,-2.729507398,-0.428687059
Ball Dominant Playmakers,J.J. Barea,PG,bareajo01,2017,35,6,771,70,17.2,1.3,11.9,44.2,0.9,0.1,14.7,25.7,26.2,0.149,0.863,23.2,0.456,0.358,0.18,0.431,0.068,0.396,0,0.146,0.169,0.125,0.128,1535,771,2.437466163,2.034798515,0.751232546,-0.277124242
Ball Dominant Playmakers,J.J. Barea,PG,bareajo01,2018,69,10,1603,70,17.8,1,13.4,45.1,1.1,0.2,16.3,25.1,24.9,0.148,0.784,21.6,0.499,0.367,0.154,0.454,0.067,0.626,0,0.168,0.184,0.117,0.077,3270,1603,1.659687394,3.600320086,1.084450084,-0.169030085
Ball Dominant Playmakers,J.J. Barea,PG,bareajo01,2019,38,0,752,70,16.3,1.9,11.6,47.5,1.4,0.1,14.7,26.8,28.1,0.203,0.705,24.8,0.479,0.297,0.163,0.332,0.055,0.447,0,0.203,0.221,0.138,0.106,1609,752,1.213341879,1.52230274,0.020292134,0.112982596
Stretch Forwards,Andrea Bargnani,PF,bargnan01,2007,65,2,1629,84,12.8,3.7,14.8,5.1,1,2.5,13.5,23.9,22.6,0.227,0.824,19.9,0.468,0.373,0.701,0.429,0.026,0.91,0.046,0.19,0.05,0.11,0.221,3522,1810,-2.263311116,0.204781614,-1.674800146,0.455955087
Stretch Forwards,Andrea Bargnani,PF,bargnan01,2008,78,53,1861,84,10.6,3.2,15.2,7.4,0.7,1.6,9.9,22.6,22.5,0.233,0.84,20.7,0.409,0.345,0.711,0.36,0.011,0.956,0.054,0.199,0.055,0.094,0.292,3735,1965,-3.248321241,-0.47907461,-2.498204709,0.595529166
Rim-Running Athletic Bigs,Andrea Bargnani,PF,bargnan01,2009,78,59,2453,84,14.6,3.4,16.4,6.4,0.7,3.1,11.2,25.6,22.7,0.278,0.831,20.4,0.468,0.409,0.692,0.304,0.01,0.975,0.047,0.214,0.108,0.115,0.26,4756,2453,-3.163741167,-0.5180355,-2.396599546,0.041204425
Rim-Running Athletic Bigs,Andrea Bargnani,PF,bargnan01,2010,80,80,2799,84,15.5,4.6,15.9,5.4,0.5,3,8.8,25.4,22.3,0.205,0.774,21.1,0.509,0.372,0.688,0.284,0.031,0.983,0.039,0.198,0.148,0.144,0.226,5491,2799,-1.825046666,1.317315056,-0.878164716,-0.253302264
Stretch Forwards,Andrea Bargnani,C,bargnan01,2011,66,66,2353,84,16.4,3.6,13.9,8.8,0.7,1.5,10.3,31.1,28.2,0.298,0.82,25.8,0.472,0.345,0.589,0.19,0.013,0.909,0.024,0.178,0.188,0.18,0.264,4606,2353,-4.100830216,-1.617796826,-3.160019949,-0.222726701
Stretch Forwards,Andrea Bargnani,C,bargnan01,2012,31,31,1032,84,17.9,2.8,16.6,11.6,0.9,1.2,11,31.4,28.7,0.357,0.873,25.2,0.474,0.296,0.646,0.238,0.017,0.941,0.037,0.178,0.143,0.14,0.302,1942,1032,-1.633583343,0.587058046,-1.207028588,-0.120154584
Stretch Forwards,Andrea Bargnani,PF,bargnan01,2013,35,25,1003,84,11.2,3,12.3,6.6,1.1,1.8,10.5,23.5,23.8,0.181,0.844,22.6,0.436,0.309,0.598,0.289,0.057,0.974,0.014,0.115,0.141,0.162,0.293,1911,1003,-4.562747062,-0.928233327,-4.047929069,0.059736024
Rim-Running Athletic Bigs,Andrea Bargnani,C,bargnan01,2014,42,39,1257,84,14.5,6.3,14.7,6.1,0.6,3.7,9.6,23.6,22.4,0.203,0.824,21.2,0.487,0.278,0.76,0.215,0.019,0.967,0.026,0.207,0.165,0.147,0.265,2396,1257,-2.338507605,0.261726072,-1.681906773,-0.789713499
Stretch Forwards,Andrea Bargnani,C,bargnan01,2016,46,0,634,84,11.8,4.9,12.4,4.8,0.3,1.1,7.9,24.2,23.2,0.204,0.825,22.2,0.471,0.188,0.863,0.057,0,1,0,0.14,0.122,0.194,0.487,1283,634,-7.406413142,-1.493580173,-7.470600305,-0.818349249
Stretch Forwards,Harrison Barnes,SF,barneha02,2013,81,81,2058,80,11,2.9,14.5,7.3,1.3,0.5,12.4,18.5,17.7,0.303,0.758,15.5,0.464,0.359,0.567,0.231,0.297,0.923,0.115,0.323,0.204,0.111,0.131,5011,2519,-0.498419054,1.602844569,-1.023657497,-0.164055036
Stretch Forwards,Harrison Barnes,SF,barneha02,2014,78,24,2204,80,9.8,3.3,11.9,7.6,1.5,0.7,10,16.7,16.8,0.267,0.718,15.4,0.419,0.347,0.493,0.28,0.4,0.97,0.056,0.224,0.225,0.138,0.131,4866,2360,-3.778400866,-1.584272799,-3.548553341,-0.147424428
Stretch Forwards,Harrison Barnes,SF,barneha02,2015,82,82,2318,80,13.4,5.6,15.1,6.9,1.3,0.6,9,17.4,14.9,0.229,0.72,13.8,0.519,0.405,0.611,0.328,0.526,0.977,0.104,0.309,0.122,0.081,0.16,6238,2999,-0.473792803,2.751170885,-0.463414442,-0.036349881
Stretch Forwards,Harrison Barnes,SF,barneha02,2016,66,59,2042,80,12.3,4.3,12.4,7.8,1,0.4,7.6,18.3,15.9,0.212,0.761,15,0.508,0.383,0.634,0.338,0.444,0.988,0.093,0.227,0.147,0.104,0.183,5811,2785,-1.685696077,1.353003834,-1.136228052,-0.755922468
3PT Shooting Swingmen,Harrison Barnes,PF,barneha02,2017,79,79,2803,80,16.3,3.7,13.1,7.7,1.2,0.5,6.8,28.2,25.3,0.22,0.861,23.8,0.492,0.351,0.434,0.173,0.284,0.949,0.045,0.183,0.186,0.194,0.265,5462,2803,-0.236626571,3.55432082,0.130143825,-1.092453415
Stretch Forwards,Harrison Barnes,PF,barneha02,2018,77,77,2634,80,15.8,3.1,17.1,9.9,0.9,0.5,8.1,27.7,25.2,0.259,0.827,23,0.478,0.357,0.366,0.276,0.255,0.832,0.031,0.21,0.205,0.136,0.172,5322,2634,-1.523380976,1.638759333,-1.618584523,-0.580902934
3PT Shooting Swingmen,Harrison Barnes,PF,barneha02,2019,49,49,1584,80,13.1,2.4,11.5,6.3,1,0.6,7.8,26.5,23.7,0.276,0.833,22,0.416,0.389,0.485,0.434,0.277,0.876,0.024,0.197,0.195,0.099,0.075,5395,2533,-1.284135777,1.915820103,-1.282722867,-0.418094449
Stretch Forwards,Harrison Barnes,SF,barneha02,2019,28,28,949,80,12.3,2.2,14.8,7.5,0.8,0.2,8,19.6,16.3,0.258,0.8,15.2,0.489,0.408,0.545,0.419,0.346,0.849,0.048,0.19,0.252,0.09,0.048,5395,2533,-1.284135777,1.915820103,-1.282722867,-0.418094449
Stretch Forwards,Harrison Barnes,PF,barneha02,2020,64,64,2231,80,13.3,3,12.7,9.9,0.8,0.4,8.9,20.6,17.6,0.343,0.803,15.5,0.498,0.383,0.519,0.342,0.35,0.871,0.041,0.286,0.281,0.063,0.028,4680,2231,-0.6372883342693114,2.411038805708135,-1.096099441627647,0.2642450674048405
Stretch Forwards,Matt Barnes,SF,barnema02,2004,38,9,724,79,10.6,8.3,15.5,10.6,2,0.3,21.1,12.5,12.8,0.442,0.705,10.1,0.488,0.154,0.557,0.094,0.615,1,0.029,0.514,0.246,0.043,0.101,1388,724,-2.815203029,-0.024117651,-3.209378735,0.123582514
Stretch Forwards,Matt Barnes,SF,barnema02,2005,43,9,715,79,9,7.7,13.1,11.1,2.2,0.7,20.3,11.8,13.8,0.384,0.603,10.9,0.442,0.227,0.702,0.146,0.364,0.8,0.04,0.311,0.252,0.04,0.252,1401,715,-2.890009929,-0.051217911,-3.588038107,0.258161631
Stretch Forwards,Matt Barnes,SF,barnema02,2006,6,5,93,79,9.8,9.1,22.5,10.9,2.3,0,15.9,14.8,18.4,0.133,0.75,17.1,0.385,0.25,0.7,0.133,1,1,0.067,0.367,0.2,0.067,0.233,1229,631,-2.064287466,0.223014867,-2.610647448,0.809425808
Stretch Forwards,Matt Barnes,PF,barnema02,2006,50,0,538,79,10.8,8.9,12.2,6.3,1.5,1,15.7,14.3,13,0.391,0.674,10.6,0.576,0.182,0.702,0.1,0.636,1,0.064,0.527,0.191,0.036,0.145,1229,631,-2.064287466,0.223014867,-2.610647448,0.809425808
Stretch Forwards,Matt Barnes,PF,barnema02,2007,76,23,1813,79,14.7,5.4,16,12.8,1.9,1.7,13.3,19.9,18.5,0.196,0.732,16.8,0.5,0.366,0.698,0.462,0.334,0.972,0.041,0.256,0.175,0.025,0.081,4453,2143,-0.135303423,2.222575483,0.212612829,0.303409912
Stretch Forwards,Matt Barnes,PF,barnema02,2008,73,18,1414,79,12.9,6.8,18.1,13.5,1.6,1.9,15.1,16.7,16.7,0.179,0.747,15.2,0.513,0.293,0.612,0.41,0.331,0.962,0.054,0.303,0.14,0.032,0.115,2944,1414,-2.641141304,0.078844073,-2.70211576,0.370395609
Stretch Forwards,Matt Barnes,PF,barnema02,2009,77,40,2082,79,12.6,4.6,18.5,14.2,1.2,0.9,15,18.9,18.3,0.202,0.743,16.2,0.505,0.343,0.565,0.506,0.346,0.923,0.034,0.234,0.129,0.053,0.077,4212,2082,-1.311472079,1.534494062,-0.401105472,0.390955466
Stretch Forwards,Matt Barnes,SF,barnema02,2010,81,58,2097,79,13.6,6.1,18,10.1,1.5,1.1,15.3,17.8,16.2,0.262,0.74,13.9,0.586,0.319,0.683,0.372,0.483,0.924,0.043,0.452,0.088,0.023,0.065,4659,2423,2.115224415,5.029885603,1.914417115,0.114574407
Stretch Forwards,Matt Barnes,SF,barnema02,2011,53,0,1020,79,14.6,8.4,16.7,10.5,2,1.6,15.6,18.5,16.6,0.276,0.779,14.5,0.564,0.318,0.722,0.384,0.439,0.853,0.043,0.387,0.151,0.018,0.061,2189,1151,0.697276551,1.879961738,0.804833047,0.683031862
Stretch Forwards,Matt Barnes,SF,barnema02,2012,63,16,1440,79,15.5,7.9,18.3,13.8,1.3,2.4,14.1,18.1,16.4,0.331,0.742,14.2,0.518,0.333,0.744,0.357,0.471,0.978,0.062,0.382,0.16,0.034,0.067,3094,1625,1.720047759,3.689401206,1.609505469,0.365284599
Stretch Forwards,Matt Barnes,SF,barnema02,2013,80,4,2058,79,15.5,6.5,14.5,9.2,2.1,2.6,11,21,18.1,0.173,0.744,17.3,0.574,0.342,0.751,0.481,0.434,0.937,0.065,0.321,0.113,0.022,0.062,4251,2220,2.816831528,5.804607004,3.291667325,0.6416628
Stretch Forwards,Matt Barnes,SF,barnema02,2014,63,40,1735,79,12,4,14.4,10.6,1.6,1.2,13,18,16.6,0.171,0.733,15.2,0.549,0.343,0.754,0.537,0.375,0.969,0.042,0.262,0.12,0.009,0.072,4392,2139,0.015811559,2.887986308,1.189816484,1.301863321
3PT Shooting Swingmen,Matt Barnes,SF,barnema02,2015,76,74,2271,79,11.3,2.6,12.2,7.2,1.5,1.8,11.6,17.1,14.9,0.152,0.779,13.9,0.569,0.362,0.723,0.603,0.468,0.985,0.032,0.253,0.096,0.014,0.03,5416,2680,2.154592292,5.125755271,3.048593991,0.727347715
Stretch Forwards,Matt Barnes,SF,barnema02,2016,76,45,2190,79,11.7,4.2,18.3,11.6,1.8,2.4,13.8,17.8,17.9,0.199,0.804,16.3,0.449,0.322,0.634,0.534,0.284,0.941,0.013,0.27,0.107,0.029,0.061,4624,2329,-2.594189855,0.450067038,-1.689105517,0.978444081
Stretch Forwards,Matt Barnes,SF,barnema02,2017,54,13,1367,79,10.2,4.7,19.9,16.3,1.3,1.1,16.8,15.3,16.4,0.172,0.758,14.2,0.453,0.327,0.705,0.551,0.223,0.884,0.021,0.209,0.133,0.031,0.078,3734,1838,-2.003545092,0.842457011,-1.521180903,0.383928021
Stretch Forwards,Matt Barnes,SF,barnema02,2017,20,5,410,79,10.7,4.3,19.1,13.7,1.4,1.7,19.3,13.4,13.1,0.256,0.87,10.6,0.526,0.346,0.85,0.578,0.385,0.944,0.011,0.267,0.033,0.033,0.089,3734,1838,-2.003545092,0.842457011,-1.521180903,0.383928021
3PT Shooting Swingmen,RJ Barrett,SG,barrerj01,2020,56,55,1704,78,10.7,3,14.8,12.8,1.6,0.9,12.9,22.9,24,0.349,0.614,20.8,0.432,0.32,0.354,0.271,0.299,0.937,0.056,0.392,0.201,0.065,0.072,3576,1704,-4.195525065781267,-1.268091183326667,-4.330319912988201,0.9233562077460834
Rim-Running Athletic Bigs,Earl Barron,C,barroea01,2008,46,15,889,84,9.4,8.9,17.9,5.8,1.1,0.7,11.6,19.5,22,0.266,0.701,19.6,0.417,0.077,0.718,0.04,0.154,1,0.028,0.278,0.086,0.116,0.48,1690,889,-6.512201248,-1.713738883,-6.276058354,0.401619344
Traditional Bigs,Earl Barron,C,barroea01,2011,12,6,183,84,1.5,10.1,15.2,3,1.7,1.6,15.5,10,17.5,0.392,0.6,14.2,0.235,0,0.667,0,0,0,0.039,0.314,0.294,0.157,0.235,595,305,-6.749097465,-0.615714286,-6.128888845,0.395007153
Traditional Bigs,Earl Barron,C,barroea01,2011,7,0,85,84,17.3,16,14.1,9.2,1.3,1.9,5,22.6,22,0.054,1,23.3,0.459,0,0.706,0,0,0,0.027,0.378,0.027,0.243,0.351,595,305,-6.749097465,-0.615714286,-6.128888845,0.395007153
Rim-Running Athletic Bigs,Earl Barron,C,barroea01,2011,2,1,37,84,3.8,12.7,34.6,12.2,0,0,20.2,10.3,18.8,0.182,0.5,16.2,0.273,0,0.667,0,0,0,0,0.273,0.182,0.091,0.455,595,305,-6.749097465,-0.615714286,-6.128888845,0.395007153
Rim-Running Athletic Bigs,Earl Barron,C,barroea01,2013,11,1,122,84,6.9,14.4,24.7,3.9,2.1,3.2,20.3,12,18.4,0.135,0.4,15.8,0.351,0,0.692,0,0,0,0,0.297,0.135,0.243,0.324,307,159,-4.860149025,-0.172250236,-4.08455087,0.452559193
Versatile Role Players,Earl Barron,C,barroea01,2013,1,1,37,84,15.4,18.4,39.3,8.7,0,2.3,6.3,15.9,20.1,0.143,0.5,20.2,0.357,0,0.8,0,0,0,0,0.357,0.214,0.143,0.286,307,159,-4.860149025,-0.172250236,-4.08455087,0.452559193
3PT Shooting Swingmen,Will Barton,SG,bartowi01,2013,73,5,894,77,9.1,4.6,14.3,10.4,2,0.8,15.1,17.3,20.4,0.21,0.769,18.2,0.447,0.138,0.633,0.21,0.415,1,0.071,0.382,0.194,0.078,0.136,1722,894,-5.602972164,-1.304480511,-6.398458794,0.227965762
3PT Shooting Swingmen,Will Barton,SG,bartowi01,2014,41,0,387,77,13.5,4.5,16,13.3,1.2,1.3,9.6,21.7,21.2,0.205,0.813,20.4,0.447,0.303,0.491,0.212,0.455,0.8,0.109,0.353,0.167,0.096,0.173,959,468,-0.403235668,0.418914015,-1.85233756,0.218179945
3PT Shooting Swingmen,Will Barton,SG,bartowi01,2015,30,0,300,77,8.3,1.1,10.8,13.4,2.4,1,13.8,15.3,18.5,0.15,0.667,17,0.415,0.222,0.588,0.18,0.444,0.25,0.08,0.4,0.17,0.11,0.14,2008,983,-0.280560966,1.239981836,-0.878906306,0.160359866
3PT Shooting Swingmen,Will Barton,SG,bartowi01,2015,28,0,683,77,15.9,3.5,17.2,12.8,2.5,1.7,13.3,22.4,21,0.312,0.81,18.5,0.5,0.284,0.43,0.265,0.254,0.789,0.067,0.324,0.225,0.075,0.111,2008,983,-0.280560966,1.239981836,-0.878906306,0.160359866
3PT Shooting Swingmen,Will Barton,SG,bartowi01,2016,82,1,2353,77,16,2.7,20,14.4,1.5,1.3,11.2,25.1,23,0.273,0.806,20.9,0.476,0.345,0.387,0.331,0.138,0.795,0.048,0.297,0.181,0.091,0.103,4768,2353,-0.350737996,2.878701878,-0.523878399,-0.054738375
Ball Dominant Playmakers,Will Barton,SG,bartowi01,2017,60,19,1705,77,15.5,3.8,12.9,17.7,1.4,1.3,11.5,23.5,21.1,0.285,0.753,19.1,0.483,0.37,0.346,0.353,0.136,0.724,0.029,0.303,0.174,0.095,0.077,3533,1705,-0.81888785,1.679492457,-1.102864413,-0.021291175
Ball Dominant Playmakers,Will Barton,SG,bartowi01,2018,81,40,2683,77,16.2,3,14.2,18.5,1.5,1.6,11.7,23.4,20.7,0.22,0.805,19,0.51,0.37,0.392,0.411,0.09,0.731,0.04,0.284,0.201,0.057,0.047,5513,2683,0.862354245,4.9405736,0.994586086,-0.085407595
Ball Dominant Playmakers,Will Barton,SF,bartowi01,2019,43,38,1189,77,11,2.9,15.3,14.6,0.7,1.6,11.7,20.4,20,0.161,0.77,19,0.447,0.342,0.458,0.426,0.122,0.791,0.015,0.215,0.187,0.093,0.078,3136,1517,-4.145177843,-0.608798106,-4.413097651,0.126734869
Ball Dominant Playmakers,Will Barton,SF,bartowi01,2020,58,58,1916,77,15.7,4.4,16.8,16,1.6,1.4,9.9,22.5,20,0.18,0.767,19,0.498,0.375,0.393,0.39,0.122,0.704,0.037,0.286,0.186,0.079,0.06,3911,1916,2.823075746801539,5.419856056477099,2.831945297330356,-0.5253360810907508
Traditional Bigs,Brandon Bass,C,bassbr01,2008,79,1,1557,80,15.9,9.2,16.3,6.1,0.8,2.3,12.4,22.4,19.8,0.4,0.822,16.9,0.503,0,0.569,0.008,0,0,0.103,0.3,0.209,0.3,0.183,3203,1690,-2.990473011,-0.440657144,-3.159256197,-0.464476489
Traditional Bigs,Brandon Bass,C,bassbr01,2009,81,0,1574,80,16.4,9.5,17.2,4.3,0.9,2.6,12.5,22.9,20,0.413,0.867,16.9,0.502,0,0.698,0.012,0,0,0.157,0.404,0.104,0.211,0.27,3399,1766,-2.064655904,0.069892296,-2.572650914,-0.537580394
Traditional Bigs,Brandon Bass,PF,bassbr01,2010,50,3,648,80,16.5,10,12.6,5.1,1,3.1,10.6,23.3,20.9,0.27,0.825,18.8,0.511,0,0.513,0,0,0,0.116,0.369,0.142,0.249,0.24,1333,690,-1.46195335,0.426606882,-2.408466979,-0.425474365
Traditional Bigs,Brandon Bass,PF,bassbr01,2011,76,51,1980,80,15.9,8.1,16.7,5,0.7,2,11.5,22.7,19.8,0.361,0.815,17.1,0.516,0,0.657,0.003,0,0,0.138,0.298,0.132,0.236,0.332,4059,2119,-0.357760967,2.470000453,-1.257270806,-0.649764392
Traditional Bigs,Brandon Bass,PF,bassbr01,2012,59,39,1868,80,14.1,6.3,16.3,5.1,1,2.2,8.5,21,19.8,0.258,0.81,18,0.479,0,0.772,0,0,0,0.089,0.237,0.1,0.256,0.407,4683,2476,-0.69891524,1.604108029,-0.852712485,-0.559052853
Traditional Bigs,Brandon Bass,PF,bassbr01,2013,81,69,2239,80,12.3,7,15.2,6,1,2.3,10.9,16.4,15.5,0.255,0.86,13.8,0.487,0,0.748,0.003,0,0,0.104,0.255,0.122,0.267,0.353,4701,2443,-3.113088945,-0.574252714,-3.241658518,-0.515226238
Rim-Running Athletic Bigs,Brandon Bass,PF,bassbr01,2014,82,73,2266,80,15,7.8,15.9,6.4,0.8,2.4,10.9,20.7,18.2,0.33,0.858,16.5,0.487,0.333,0.603,0.008,0.333,0.5,0.11,0.348,0.171,0.233,0.24,4472,2266,-3.222280292,-0.541079709,-4.229660544,-0.865989444
Stretch Forwards,Brandon Bass,PF,bassbr01,2015,82,43,1929,80,16.3,7.8,14.9,8.6,1.1,1.3,9.6,22.5,19.5,0.313,0.79,17.7,0.515,0.281,0.69,0.047,0.875,1,0.149,0.366,0.132,0.183,0.272,4088,2015,-2.959373753,-0.011178747,-3.382533111,-0.540275959
Traditional Bigs,Brandon Bass,PF,bassbr01,2016,66,0,1342,80,17.4,8.1,15,9.2,1.2,3.2,9.9,17.7,13.9,0.467,0.845,11.9,0.552,0,0.764,0.006,0,0,0.287,0.596,0.132,0.151,0.114,2737,1342,-0.41645881,1.586707134,-2.672604617,-0.67523394
Stretch Forwards,Brandon Bass,PF,bassbr01,2017,52,0,577,80,19.7,8.6,16.2,5.7,1.2,1.6,11.4,25.3,19.7,0.473,0.875,16.1,0.579,0.333,0.679,0.016,0.333,1,0.199,0.532,0.118,0.237,0.097,1188,581,-3.843887303,-0.318866352,-4.283715026,-0.622780176
Stretch Forwards,Keita Bates-Diop,SF,bateske01,2019,30,3,503,80,9.6,3.4,14.4,4.6,1.7,2.4,8.3,14.4,14.1,0.197,0.643,13.5,0.522,0.25,0.745,0.366,0.365,1,0.035,0.345,0.127,0.077,0.085,1057,503,-3.877346597,-0.287116321,-3.941199553,-0.773325002
Stretch Forwards,Keita Bates-Diop,SF,bateske01,2020,37,0,646,80,12.5,3.3,15.1,6.7,1.2,2.6,5.6,18,15.8,0.316,0.708,14.8,0.5,0.33,0.661,0.456,0.404,0.968,0.039,0.354,0.136,0.039,0.015,1442,665,-4.53003937512615,-0.5990717145082506,-5.830164034282414,-0.6938408789637418
Versatile Role Players,Keita Bates-Diop,SF,bateske01,2020,2,0,19,80,15.8,0,11.7,0,0,4.8,0,18.2,8.6,2,0.75,5.2,1,0,1,0,0,0,0,1,0,0,0,1442,665,-4.53003937512615,-0.5990717145082506,-5.830164034282414,-0.6938408789637418
Traditional Bigs,Tony Battie,C,battito01,2001,40,25,845,83,15.2,9.7,23.1,3.3,1.7,5.4,13.8,16,14.4,0.343,0.638,12.3,0.545,0,0.722,0.015,0,0,0.149,0.428,0.209,0.164,0.184,1649,845,-1.331464521,0.613279597,-1.423745064,0.260009784
Traditional Bigs,Tony Battie,C,battito01,2002,74,73,1819,83,14.5,10.8,18.4,3.2,1.7,2.9,10.2,14.6,12.5,0.333,0.677,11.1,0.544,0,0.73,0.005,0,0,0.2,0.467,0.146,0.2,0.182,4385,2262,0.304837802,2.655969002,-0.073329312,-0.192707976
Rim-Running Athletic Bigs,Tony Battie,C,battito01,2003,67,62,1683,83,15.2,9.7,19.7,5.2,1,3.8,10.2,15.3,12.9,0.32,0.746,11.6,0.544,0.2,0.798,0.014,0.2,1,0.182,0.404,0.157,0.236,0.19,3630,1896,1.030517627,3.241334458,0.24622815,-0.179432068
Rim-Running Athletic Bigs,Tony Battie,C,battito01,2004,23,6,501,83,11.7,9.1,17.7,6.9,0.8,3.1,15.4,14,14.1,0.282,0.697,12,0.474,1,0.727,0.009,1,1,0.111,0.308,0.274,0.222,0.188,2853,1478,-4.004876785,-0.942892727,-4.156744859,-0.156105564
Rim-Running Athletic Bigs,Tony Battie,C,battito01,2004,50,1,977,83,12,8.9,18.3,6.1,1,3.4,11.8,14.7,15.2,0.21,0.768,14.4,0.436,0.125,0.628,0.03,0,1,0.06,0.247,0.176,0.311,0.236,2853,1478,-4.004876785,-0.942892727,-4.156744859,-0.156105564
Rim-Running Athletic Bigs,Tony Battie,C,battito01,2005,81,32,1894,83,8.6,6.5,20,3.2,0.8,3,17,10.5,11,0.266,0.723,9.5,0.468,0,0.73,0.017,0.333,0,0.099,0.277,0.175,0.285,0.246,3780,1894,-3.797161572,-1.011460228,-3.76119662,-0.039262604
Traditional Bigs,Tony Battie,C,battito01,2006,82,82,2215,83,12.2,8.3,16.9,3.7,1.1,2.5,12.6,15.9,14.9,0.243,0.664,13.5,0.513,0,0.718,0.011,0,0,0.125,0.313,0.245,0.261,0.17,4121,2215,-2.749223171,8.76954e-4,-2.30886339,-0.097661922
Traditional Bigs,Tony Battie,PF,battito01,2007,66,66,1575,83,9.8,7.4,19.3,3.6,1,1.5,13.4,13.7,13.4,0.214,0.675,12.2,0.49,0,0.739,0.003,0,0,0.15,0.336,0.261,0.219,0.181,3141,1662,-2.245900462,0.521470363,-2.310501892,0.035454878
Stretch Forwards,Tony Battie,PF,battito01,2009,77,3,1202,83,11.9,8.9,17,4.2,1.1,1.5,11.4,16.1,15.6,0.254,0.659,14,0.497,0.222,0.712,0.028,0.333,1,0.096,0.251,0.087,0.229,0.406,2579,1330,-2.466593655,0.303054564,-3.4717686,-0.351720232
