cluster,Player,Pos,player_code,Season,G,GS,MP,Height,PER,ORBrate,DRBrate,ASTrate,STLrate,BLKrate,TOVrate,PTS,USGrate,FTr,FT_perc,FGA,FGperc2P,FGperc3P,2PTperc_Assisted,FGAperc3P,CornerPerc3PA,3PTperc_Assisted,DunkspercFGA,FGAperc0to3,FGAperc3to10,FGAperc10to16,FGAperc16to3P,poss,mp,raptor_total,war_reg_season,predator_total,pace_impact
3PT Shooting Swingmen,Gary Harris,SG,harriga01,2015,55,6,719,76,4.9,3,6.7,5.9,2.7,0.8,13.8,13.1,16.6,0.217,0.745,15.1,0.395,0.204,0.511,0.475,0.33,0.905,0.055,0.23,0.078,0.088,0.129,1510,719,-6.595997021,-1.42244405,-5.556088529,0.788608514
3PT Shooting Swingmen,Gary Harris,SG,harriga01,2016,76,76,2439,76,12.7,2.4,7.7,9.5,2,0.6,10.6,19.2,16.5,0.174,0.82,15.7,0.543,0.354,0.622,0.388,0.343,0.943,0.058,0.358,0.08,0.075,0.099,4958,2439,-1.464050919,1.604580638,-1.265259742,0.267087938
3PT Shooting Swingmen,Gary Harris,SG,harriga01,2017,57,56,1782,76,16.5,3,8,13.6,1.9,0.3,9.8,23.3,18.4,0.21,0.776,17.5,0.558,0.42,0.662,0.4,0.239,0.972,0.066,0.383,0.096,0.042,0.077,3712,1782,1.467959385,3.848939942,1.169531766,0.359912434
3PT Shooting Swingmen,Gary Harris,SG,harriga01,2018,67,65,2304,76,16.5,1.8,6.8,13,2.6,0.5,10.8,25.2,20.7,0.178,0.827,19.5,0.553,0.396,0.577,0.434,0.208,0.891,0.052,0.25,0.119,0.097,0.1,4724,2304,2.077289648,5.715490095,2.771613929,0.716853377
3PT Shooting Swingmen,Gary Harris,SG,harriga01,2019,57,48,1639,76,12.2,2.7,7.9,11,1.6,1,8.9,22.1,20,0.226,0.799,19.1,0.476,0.339,0.606,0.38,0.256,0.89,0.052,0.295,0.155,0.088,0.082,4404,2156,0.107080377,2.132065536,-0.36508327,-0.086776761
3PT Shooting Swingmen,Gary Harris,SG,harriga01,2020,56,55,1780,76,9.7,1.6,8.6,8.9,2.1,0.7,9.7,16.1,15.1,0.177,0.815,14.4,0.479,0.333,0.757,0.405,0.295,0.9,0.05,0.291,0.148,0.081,0.075,3623,1780,-0.7400541381742218,1.82217244290568,-0.7087244669833364,-0.1772007413000528
3PT Shooting Swingmen,Joe Harris,SG,harrijo01,2015,51,1,493,78,5.6,1.7,7.8,7.7,0.7,0.3,17.6,14.3,14.1,0.125,0.6,12.7,0.472,0.369,0.765,0.7,0.536,0.968,0,0.125,0.067,0.042,0.067,1023,509,-7.577167946,-1.193848693,-6.953698876,0.291388333
3PT Shooting Swingmen,Joe Harris,SG,harrijo01,2017,52,11,1138,78,9,1.5,12,7.3,1.2,0.5,12.5,17.8,16.5,0.135,0.714,15.1,0.489,0.385,0.71,0.61,0.244,0.929,0.008,0.249,0.066,0.017,0.058,2481,1138,-3.257147963,-0.297273953,-4.205012069,0.939417392
3PT Shooting Swingmen,Joe Harris,SG,harrijo01,2018,78,14,1975,78,13.3,2.7,11.3,10.2,0.9,0.8,12,20.8,16.6,0.167,0.827,15.3,0.589,0.419,0.639,0.576,0.218,0.947,0.01,0.258,0.113,0.027,0.026,4139,1975,0.155423216,2.925280567,-0.562261189,-0.079780724
3PT Shooting Swingmen,Joe Harris,SG,harrijo01,2019,76,76,2293,78,13.5,2.4,10.9,11.9,0.8,0.6,13,21.6,17,0.178,0.827,15.5,0.528,0.474,0.801,0.516,0.15,0.989,0.001,0.279,0.138,0.047,0.02,5234,2442,-0.00732832,3.986132525,-0.448101379,0.587256768
3PT Shooting Swingmen,Joe Harris,SF,harrijo01,2020,63,63,1946,78,12.7,3.3,10.9,10.3,0.9,0.7,11.1,21.4,17.9,0.118,0.747,17.2,0.536,0.412,0.767,0.523,0.168,0.961,0.003,0.291,0.113,0.028,0.044,4140,1946,-0.5516234893640884,2.18836072955745,-0.5297726428524536,0.2665054855170469
3PT Shooting Swingmen,Manny Harris,SG,harrima01,2011,54,15,933,77,10.4,4.3,13.2,14.8,1.7,0.6,16,17.7,19.1,0.322,0.763,16,0.376,0.37,0.365,0.318,0.12,0.824,0.014,0.318,0.187,0.038,0.138,1828,933,-3.433193712,-0.32481821,-4.193589939,-0.112717024
Traditional Bigs,Mike Harris,PF,harrimi01,2010,8,0,82,78,6.4,12.1,16,5.6,2.5,0.9,22.5,15.6,21.6,0.333,0.556,16.8,0.385,0,0.6,0.037,0,0,0,0.407,0.259,0.111,0.185,189,96,-5.875243358,-0.151963966,-5.737886701,0.92734542
Traditional Bigs,Mike Harris,PF,harrimi01,2010,5,0,14,78,11.9,8.1,25,0,3.7,0,0,15,12.6,0.667,1,11.2,0.333,0,1,0,0,0,0,0.667,0.333,0,0,189,96,-5.875243358,-0.151963966,-5.737886701,0.92734542
Versatile Role Players,Terrel Harris,SG,harrite01,2013,7,0,29,77,7.2,18,20.1,9.5,0,0,25.8,18.3,25.6,1,0.75,14.6,0.286,0,0,0.125,1,0,0,0.375,0.375,0,0.125,256,137,-9.825139703,-0.50480438,-10.99272732,1.407868041
Versatile Role Players,Terrel Harris,SG,harrite01,2013,13,0,108,77,-6.8,0,19.1,8.9,1,2.3,39.5,2.5,14.2,0.105,0.5,9.5,0.167,0,1,0.368,0.143,0,0,0.211,0.105,0.158,0.158,256,137,-9.825139703,-0.50480438,-10.99272732,1.407868041
Stretch Forwards,Tobias Harris,SF,harrito02,2012,42,9,479,80,14.2,6.7,16.8,7.4,1.4,1.1,13.9,22.2,20.6,0.32,0.815,18.1,0.5,0.261,0.671,0.136,0.652,1,0.077,0.391,0.331,0.083,0.059,946,479,-2.171401858,0.141535211,-3.419586243,0.087543775
Stretch Forwards,Tobias Harris,SF,harrito02,2013,28,14,325,80,13,5.4,13.7,6.4,1.2,1.6,12.5,21.2,19.4,0.226,0.885,17.9,0.489,0.333,0.609,0.183,0.571,1,0.07,0.348,0.217,0.209,0.043,2541,1299,-0.60076503,1.443802095,-0.278308857,0.720764475
Stretch Forwards,Tobias Harris,PF,harrito02,2013,27,20,974,80,17,6.5,20.2,9.6,1.3,2.9,9.7,25,23.1,0.28,0.721,21.2,0.494,0.31,0.562,0.219,0.23,0.852,0.045,0.327,0.264,0.086,0.103,2541,1299,-0.60076503,1.443802095,-0.278308857,0.720764475
Stretch Forwards,Tobias Harris,PF,harrito02,2014,61,36,1850,80,16.5,5.4,20.6,7.7,1.1,1,8.7,24.7,22.2,0.341,0.807,19.8,0.508,0.254,0.57,0.176,0.556,0.906,0.042,0.293,0.203,0.113,0.215,3642,1850,-1.90686383,0.790523077,-2.339715038,-0.637317933
Stretch Forwards,Tobias Harris,SF,harrito02,2015,68,63,2369,80,16.7,3.4,17.3,8.8,1.5,1.2,9.8,25.1,22.5,0.258,0.788,20.5,0.5,0.364,0.558,0.252,0.427,0.966,0.052,0.29,0.208,0.115,0.136,4668,2369,-1.000811291,2.097779392,-0.894146411,-0.743943626
Stretch Forwards,Tobias Harris,PF,harrito02,2016,49,49,1610,80,15,4.8,18.9,9.3,1.5,1.4,11.4,20.8,18.9,0.283,0.784,16.8,0.523,0.311,0.588,0.279,0.397,0.915,0.085,0.403,0.165,0.061,0.092,5305,2669,1.170073807,4.751667104,1.118546678,-0.582448523
Stretch Forwards,Tobias Harris,PF,harrito02,2016,27,25,903,80,18.2,2.9,18,12.9,1,1,7.2,25,20.2,0.259,0.911,19.5,0.512,0.375,0.519,0.253,0.273,0.97,0.014,0.33,0.221,0.101,0.098,5305,2669,1.170073807,4.751667104,1.118546678,-0.582448523
Stretch Forwards,Tobias Harris,PF,harrito02,2017,82,48,2567,80,16.9,2.6,15.6,8.8,1.2,1.3,7.6,26,21.7,0.213,0.841,20.9,0.537,0.347,0.502,0.295,0.258,0.991,0.051,0.207,0.22,0.169,0.108,5164,2567,1.811644893,5.957614254,1.720216359,-0.274133211
3PT Shooting Swingmen,Tobias Harris,PF,harrito02,2018,48,48,1563,80,16.7,2.5,15,9.9,1.1,0.9,6.2,27.7,23.2,0.192,0.846,22.6,0.478,0.409,0.488,0.389,0.217,0.858,0.049,0.192,0.182,0.165,0.072,5459,2668,1.245759955,5.412827893,2.201880261,-0.340010043
3PT Shooting Swingmen,Tobias Harris,PF,harrito02,2018,32,32,1105,80,17.7,2.2,16.8,14.3,1.6,1.5,9,27.2,23.5,0.156,0.8,22.5,0.501,0.414,0.424,0.33,0.243,0.886,0.047,0.24,0.186,0.145,0.1,5459,2668,1.245759955,5.412827893,2.201880261,-0.340010043
Stretch Forwards,Tobias Harris,PF,harrito02,2019,55,55,1903,80,18.2,2.1,21.3,12.5,1,1,10.3,28.6,23.5,0.256,0.877,21.2,0.523,0.434,0.34,0.302,0.159,0.813,0.036,0.235,0.198,0.163,0.103,6971,3290,0.296842465,4.309732433,0.211587195,-0.544306832
Stretch Forwards,Tobias Harris,PF,harrito02,2019,27,27,944,80,15.3,3.7,19.7,12.6,0.6,1.1,8.8,24.6,21.3,0.221,0.841,20,0.542,0.326,0.51,0.338,0.193,0.795,0.07,0.256,0.18,0.148,0.078,6971,3290,0.296842465,4.309732433,0.211587195,-0.544306832
Stretch Forwards,Tobias Harris,PF,harrito02,2020,65,65,2243,80,16.8,2.7,19,14.6,1.1,1.3,7.9,27.3,23.6,0.183,0.806,22.7,0.521,0.362,0.488,0.309,0.189,0.872,0.048,0.221,0.217,0.157,0.097,4628,2243,-0.0928972359156659,2.988626915697559,1.224668584034409,-1.747358654586009
Ball Dominant Playmakers,Andrew Harrison,PG,harrian01,2017,72,18,1474,78,8.7,1.7,9,20,1.9,1.4,16,15,16.4,0.539,0.763,12.7,0.363,0.276,0.149,0.433,0.135,0.628,0.006,0.272,0.1,0.075,0.122,3110,1593,-4.239360219,-1.095799235,-3.449122823,-1.174512992
Ball Dominant Playmakers,Andrew Harrison,PG,harrian01,2018,56,46,1326,78,12.7,2,9.7,21.3,1.4,1.8,14,20.3,19.6,0.371,0.78,16.4,0.467,0.331,0.134,0.331,0.289,0.745,0.005,0.301,0.124,0.082,0.163,2619,1326,-0.92437583,1.222603424,-1.324769756,-1.002126062
Versatile Role Players,Andrew Harrison,PG,harrian01,2019,1,0,5,78,4.6,0,0,0,0,0,0,19.9,17.9,0,0,19.9,1,0,0,0.5,0,0,0,0.5,0,0,0,381,187,-4.87608367,-0.20203891,-3.981086434,-0.643402743
Ball Dominant Playmakers,Andrew Harrison,PG,harrian01,2019,10,0,144,78,6.6,3,8.9,16.3,1.4,1.2,17.8,14.8,17,0.41,1,13.5,0.36,0.214,0.222,0.359,0.214,0.333,0.026,0.282,0.128,0.103,0.128,381,187,-4.87608367,-0.20203891,-3.981086434,-0.643402743
Ball Dominant Playmakers,Andrew Harrison,PG,harrian01,2019,6,0,38,78,3.1,5.5,8.1,22.3,0,0,13.4,11,16.1,0.167,0.5,14.7,0.5,0.2,0,0.833,0.1,1,0,0.083,0,0.083,0,381,187,-4.87608367,-0.20203891,-3.981086434,-0.643402743
3PT Shooting Swingmen,Shaquille Harrison,SG,harrish01,2019,73,11,1430,79,12.4,2.5,14.5,14.1,3,1.8,11.1,16.1,16.5,0.289,0.667,14.4,0.475,0.27,0.388,0.209,0.337,0.875,0.038,0.528,0.185,0.052,0.026,3009,1430,0.338166389,2.243857,-0.849851929,-0.417317062
Ball Dominant Playmakers,Shaquille Harrison,SF,harrish01,2020,43,10,484,79,17.8,4.8,15.3,15.3,3.4,3.7,9.2,20.8,18.1,0.303,0.78,16.4,0.496,0.381,0.508,0.255,0.381,0.813,0.03,0.515,0.17,0.048,0.012,1027,484,5.755448688917921,2.099315370052567,3.436793855963218,-0.0482071505794405
3PT Shooting Swingmen,Josh Hart,SG,hartjo01,2018,63,23,1461,77,12.2,3.1,16,7.6,1.5,0.9,10.1,16.2,13.5,0.251,0.702,12.3,0.551,0.396,0.633,0.525,0.198,0.936,0.027,0.317,0.061,0.053,0.043,3055,1461,1.417798287,3.10003116,0.948564991,-0.212489276
3PT Shooting Swingmen,Josh Hart,SG,hartjo01,2019,67,22,1715,77,9.3,2.2,12.6,7,1.7,1.9,10.4,14.2,13.5,0.172,0.688,12.6,0.511,0.336,0.722,0.591,0.234,0.924,0.034,0.261,0.063,0.058,0.028,3772,1715,0.878443199,3.184483793,0.551223072,0.308847884
Stretch Forwards,Josh Hart,SF,hartjo01,2020,57,14,1563,77,11.7,3.6,21.4,8,1.7,1.1,11.1,17.1,15.3,0.189,0.747,14.2,0.571,0.342,0.472,0.676,0.274,0.973,0.008,0.212,0.064,0.033,0.015,3423,1563,0.3544532664441365,2.482242862255971,1.709240199355371,0.2726651247350506
Rim-Running Athletic Bigs,Udonis Haslem,PF,hasleud01,2004,75,24,1795,80,13.7,12.1,18.7,4.9,1,1.1,12.3,16.7,15.8,0.409,0.765,13.6,0.462,0,0.644,0.007,0.333,0,0.069,0.432,0.168,0.177,0.217,3691,1994,-1.656017288,0.8261927,-2.197715325,-0.303739162
Traditional Bigs,Udonis Haslem,PF,hasleud01,2005,80,80,2675,80,15.5,10.9,20.4,6.3,1.2,1.1,13.2,17.2,14.9,0.351,0.791,12.7,0.543,0,0.734,0.006,0,0,0.12,0.49,0.056,0.206,0.242,6150,3218,1.330076553,5.779651035,1.636587062,-0.480755751
Traditional Bigs,Udonis Haslem,PF,hasleud01,2006,81,80,2491,80,13.7,8.2,21.2,5.9,1.1,0.5,10.5,15.9,14.1,0.337,0.789,12.4,0.509,0,0.803,0.003,0,0,0.09,0.298,0.068,0.239,0.393,6045,3141,-0.381612722,2.998724863,-0.363414607,-0.435204163
Traditional Bigs,Udonis Haslem,PF,hasleud01,2007,79,79,2483,80,13.7,9.2,21.6,6.6,1.1,0.8,12,18.1,17.5,0.283,0.68,15.4,0.495,0,0.799,0.006,0,0,0.054,0.343,0.107,0.244,0.3,4903,2586,-0.834114572,2.394414168,-0.670408087,-0.289896812
Traditional Bigs,Udonis Haslem,PF,hasleud01,2008,49,48,1805,80,12.7,7,22.7,6.5,1.1,0.8,10.5,17.4,16.7,0.28,0.81,14.9,0.467,0,0.764,0,0,0,0.036,0.28,0.124,0.247,0.349,3431,1805,-2.883610502,-0.122445189,-2.520617253,-0.454822089
Traditional Bigs,Udonis Haslem,PF,hasleud01,2009,75,75,2560,80,13.1,7.8,21.2,5.3,0.9,0.8,10.3,16.6,14.7,0.264,0.753,13.4,0.518,0,0.838,0,0,0,0.058,0.288,0.093,0.236,0.383,5205,2764,-2.537121602,0.098653699,-2.359033464,-0.541656524
Traditional Bigs,Udonis Haslem,PF,hasleud01,2010,78,0,2177,80,14.6,9.1,24.8,3.9,0.7,0.9,9.5,19,17.1,0.305,0.762,15.5,0.494,0,0.763,0,0,0,0.036,0.266,0.087,0.218,0.429,4383,2319,-2.734451794,0.264263782,-2.731588355,-0.541856119
Traditional Bigs,Udonis Haslem,PF,hasleud01,2012,64,10,1589,80,10.9,9.1,25.6,4,1.2,1.2,13,12.8,13.5,0.286,0.814,11.8,0.423,0,0.755,0,0,0,0.078,0.345,0.098,0.221,0.336,3892,2041,-2.864123587,-0.045319166,-2.814911474,-0.2733496
Traditional Bigs,Udonis Haslem,PF,hasleud01,2013,75,59,1414,80,9.9,9,25.3,3.8,1.1,0.9,14.2,10.9,10.7,0.179,0.711,9.4,0.514,0,0.86,0,0,0,0.088,0.418,0.088,0.183,0.311,3360,1771,-2.147483207,-0.176092273,-2.163271312,0.189743722
Traditional Bigs,Udonis Haslem,PF,hasleud01,2014,46,18,653,80,10.5,8.4,24.7,2.9,0.9,2,12.7,13.9,13.9,0.301,0.568,11.8,0.507,0,0.838,0,0,0,0.068,0.507,0.041,0.089,0.363,1569,822,-6.479372886,-1.499987696,-5.142695248,-0.644758326
Stretch Forwards,Udonis Haslem,PF,hasleud01,2015,62,25,995,80,10.6,8.8,22.1,7.4,1.1,1.1,13.3,13.8,14.6,0.268,0.703,12.7,0.459,0.2,0.695,0.042,1,1,0.067,0.444,0.117,0.117,0.28,1926,995,-5.862081961,-1.573177789,-5.598988076,-0.404708893
Rim-Running Athletic Bigs,Udonis Haslem,PF,hasleud01,2016,37,0,260,80,9.1,4.5,27.4,7.6,1,0.6,6.8,11.6,12.8,0.262,0.75,12,0.423,0.111,0.909,0.148,0.667,1,0.016,0.197,0.115,0.213,0.328,683,345,-4.766198983,-0.230304325,-5.240904199,-1.152335141
Rim-Running Athletic Bigs,Spencer Hawes,C,hawessp01,2008,71,8,931,85,11.6,8.8,20.1,7.7,0.8,3.3,14,18.2,19.2,0.182,0.655,17.3,0.478,0.19,0.599,0.066,0.476,0.75,0.069,0.321,0.233,0.126,0.255,1858,931,-4.908625975,-1.028082423,-5.411034873,0.250301233
Rim-Running Athletic Bigs,Spencer Hawes,C,hawessp01,2009,77,51,2259,85,13,7.6,20.9,11.3,1,3.1,15.7,19.8,20.2,0.17,0.662,18,0.486,0.348,0.586,0.144,0.296,0.95,0.09,0.325,0.255,0.111,0.165,4484,2259,-5.497168607,-3.166090884,-4.81628781,-0.003979359
Rim-Running Athletic Bigs,Spencer Hawes,C,hawessp01,2010,72,59,1904,85,13.8,8.6,17.7,13.2,0.9,3.2,15.5,19.4,19.6,0.159,0.689,17.9,0.494,0.299,0.587,0.131,0.172,1,0.083,0.371,0.231,0.072,0.195,3771,1904,-2.501518845,0.240924301,-2.425580871,-0.1771213
Rim-Running Athletic Bigs,Spencer Hawes,C,hawessp01,2011,81,81,1718,85,12.8,8.7,22.5,11.2,0.9,3.1,13.8,17.8,18.9,0.155,0.534,17.3,0.48,0.243,0.714,0.065,0.189,1,0.053,0.312,0.236,0.16,0.227,3498,1816,-3.187632424,-0.244281898,-3.228988612,-0.083681779
Rim-Running Athletic Bigs,Spencer Hawes,C,hawessp01,2012,37,29,920,85,18.1,9.4,23.3,17.6,0.9,3.9,13.8,20.7,20.3,0.172,0.727,18.6,0.498,0.25,0.739,0.038,0.333,1,0.041,0.285,0.235,0.172,0.27,2358,1252,0.105958739,1.604391165,-0.288835195,-0.335739061
Rim-Running Athletic Bigs,Spencer Hawes,C,hawessp01,2013,82,40,2233,85,16,8.5,21.7,13.5,0.6,3.9,13,21.4,20.9,0.194,0.777,19.2,0.477,0.356,0.739,0.107,0.207,1,0.044,0.313,0.15,0.163,0.266,4282,2233,-1.180255079,1.781333382,-1.432614567,-0.366516624
Rim-Running Athletic Bigs,Spencer Hawes,C,hawessp01,2014,53,53,1666,85,15.3,5.5,24.6,16.9,0.9,3.2,15.9,20,19,0.172,0.782,17,0.478,0.399,0.639,0.346,0.054,0.988,0.038,0.292,0.2,0.101,0.061,5105,2470,-0.181283124,3.309651467,-0.794355088,1.160592049
Rim-Running Athletic Bigs,Spencer Hawes,C,hawessp01,2014,27,25,804,85,16.6,5.9,23.6,13.5,0.8,2.8,14.5,23.4,20.7,0.172,0.784,19,0.479,0.448,0.62,0.354,0.105,1,0.01,0.249,0.219,0.101,0.077,5105,2470,-0.181283124,3.309651467,-0.794355088,1.160592049
Rim-Running Athletic Bigs,Spencer Hawes,PF,hawessp01,2015,73,15,1274,85,9.8,2.7,19.7,10,1,3.4,12.1,16.9,17.9,0.164,0.647,16.5,0.452,0.313,0.759,0.424,0.159,1,0.031,0.195,0.19,0.07,0.116,2686,1331,-4.885429203,-1.537241355,-3.723606632,0.231608945
Rim-Running Athletic Bigs,Spencer Hawes,PF,hawessp01,2016,57,6,1035,85,12.4,5.3,20.6,16.3,1.1,2.1,14.8,16.5,17.1,0.212,0.831,14.8,0.422,0.373,0.616,0.333,0.255,1,0.033,0.281,0.173,0.134,0.078,2220,1088,-0.648862002,0.720887993,-1.370501896,0.239120911
Rim-Running Athletic Bigs,Spencer Hawes,PF,hawessp01,2017,35,1,626,85,14.8,5.6,20.1,16.1,1,3.6,14.7,20.4,19.6,0.156,0.882,17.5,0.54,0.291,0.818,0.252,0.127,1,0.06,0.362,0.17,0.119,0.096,1676,814,-4.277088321,-0.575453213,-4.28623336,0.659856201
Rim-Running Athletic Bigs,Spencer Hawes,PF,hawessp01,2017,19,0,171,85,18.6,4.1,26.3,17.7,0.6,2.1,11.9,24.7,20.3,0.305,0.778,17.5,0.636,0.346,0.81,0.441,0.154,1,0.034,0.237,0.169,0.119,0.034,1676,814,-4.277088321,-0.575453213,-4.28623336,0.659856201
Rim-Running Athletic Bigs,Chuck Hayes,PF,hayesch01,2006,40,0,535,78,18,14.9,24.1,4.6,2.6,2.1,8.8,15,12.2,0.429,0.644,10.7,0.567,0,0.593,0.01,0,0,0.048,0.848,0.114,0.01,0.019,992,535,3.691542823,1.760973734,3.157808589,0.141204602
Traditional Bigs,Chuck Hayes,PF,hayesch01,2007,78,43,1714,78,13.9,13.8,21.1,4.4,2.2,0.8,14.6,13.6,11.9,0.266,0.618,10.3,0.573,0,0.729,0,0,0,0.012,0.83,0.158,0.009,0.003,3640,1911,3.104517553,5.223839796,3.161705783,0.462610612
Rim-Running Athletic Bigs,Chuck Hayes,PF,hayesch01,2008,79,44,1575,78,11.2,9.6,20.8,8.4,2.9,2,21.1,8,8.5,0.109,0.458,7.5,0.518,0,0.735,0.014,0,0,0.018,0.67,0.281,0.036,0,3193,1683,2.684364005,4.370101545,2.550573965,0.352952684
Rim-Running Athletic Bigs,Chuck Hayes,C,hayesch01,2009,71,1,858,78,7.8,10.5,23,7,2.1,1.6,17.1,5.6,7.9,0.168,0.368,7,0.385,0,0.667,0.035,0,0,0,0.504,0.372,0.08,0.009,1950,1031,-1.041668782,0.300900069,-0.705119714,0.570646833
Versatile Role Players,Chuck Hayes,C,hayesch01,2010,82,82,1773,78,11.7,9.4,21.1,11.4,2.1,1.8,17.1,10.3,10.8,0.201,0.545,9.5,0.489,0,0.584,0,0,0,0.009,0.796,0.185,0.018,0,3512,1773,1.136694746,3.515642999,0.948361505,-0.005372135
Rim-Running Athletic Bigs,Chuck Hayes,C,hayesch01,2011,74,63,2079,78,16.2,11.9,20.7,14.3,1.9,1.6,14.1,14.3,13,0.307,0.662,11.3,0.529,0,0.607,0.004,0.5,0,0.002,0.644,0.333,0.019,0,4127,2079,2.046890158,5.056894958,2.431934506,-0.571359861
Versatile Role Players,Chuck Hayes,C,hayesch01,2012,54,9,1039,78,8.9,7.3,18,10.4,1.8,1.2,21.1,8.4,9.9,0.229,0.667,8.3,0.435,0,0.589,0.012,0,0,0.006,0.471,0.453,0.059,0.006,2073,1039,-4.176450484,-0.755541014,-4.188372483,-0.075385688
Versatile Role Players,Chuck Hayes,C,hayesch01,2013,74,1,1209,78,10.7,10.5,18.2,13.1,1.3,1.2,17.2,8.4,9.4,0.253,0.625,8.1,0.444,0,0.571,0.005,0,0,0,0.416,0.5,0.079,0,2385,1209,-0.930117762,1.115991586,-1.827581228,-0.544872101
Traditional Bigs,Chuck Hayes,C,hayesch01,2014,16,1,179,78,11.4,12.5,17.2,4.9,3.1,0.9,16.6,9.4,10.4,0.219,0.714,9.1,0.438,0,0.571,0,0,0,0,0.375,0.594,0.031,0,1563,792,0.317978113,1.129122678,-1.921785697,-0.286149853
Traditional Bigs,Chuck Hayes,C,hayesch01,2014,45,0,575,78,9.6,9.9,23.2,7.5,2.1,1.4,19.7,9,10.4,0.184,0.833,8.9,0.433,0,0.595,0.01,0,0,0,0.459,0.5,0.031,0,1563,792,0.317978113,1.129122678,-1.921785697,-0.286149853
Rim-Running Athletic Bigs,Jaxson Hayes,C,hayesja02,2020,56,12,951,83,17.8,9,15.7,7.5,1.1,4.6,11.6,20.4,15.1,0.736,0.63,11.4,0.667,0.25,0.825,0.017,0.25,1,0.43,0.83,0.128,0.026,0,2136,951,-3.094001259024374,-0.1681545585413324,-2.795902556804982,0.760675997026359
Versatile Role Players,Nigel Hayes,SF,hayesni01,2018,2,0,11,80,9.8,0,0,24.3,0,0,0,13,13.3,0.333,1,13,1,0,1,0.667,1,0,0,0.333,0,0,0,234,122,-0.993025951,0.102048089,-2.469099704,-1.8093533
Versatile Role Players,Nigel Hayes,SF,hayesni01,2018,2,0,6,80,34.9,0,0,0,0,0,33.3,49.3,21.9,0,0,16.4,0,1,0,1,1,1,0,0,0,0,0,234,122,-0.993025951,0.102048089,-2.469099704,-1.8093533
Stretch Forwards,Nigel Hayes,SF,hayesni01,2018,5,0,105,80,4.4,4.2,20.4,5.2,1,2.7,3.3,8.7,12.8,0.071,0,13.5,0.375,0.167,0.5,0.429,0.417,1,0,0.107,0.071,0.143,0.25,234,122,-0.993025951,0.102048089,-2.469099704,-1.8093533
3PT Shooting Swingmen,Gordon Hayward,SF,haywago01,2011,72,17,1218,79,10.7,4,9.8,10.2,1.3,1.3,17.3,16.8,15.3,0.331,0.711,12.7,0.489,0.473,0.682,0.253,0.392,0.971,0.068,0.304,0.082,0.055,0.307,2336,1218,-4.52675515,-1.102442247,-5.532099382,-0.141408652
3PT Shooting Swingmen,Gordon Hayward,SF,haywago01,2012,66,58,2015,79,15.5,3.3,9.9,15.9,1.4,1.6,13.7,20.4,17.8,0.396,0.832,15.3,0.496,0.346,0.66,0.271,0.258,1,0.073,0.295,0.113,0.063,0.258,4119,2138,0.352363022,3.307320949,-0.091302223,-0.444947136
3PT Shooting Swingmen,Gordon Hayward,SF,haywago01,2013,72,27,2104,79,16.8,2.8,9.8,16.7,1.5,1.4,11.7,25.5,22.1,0.38,0.827,19.4,0.444,0.415,0.59,0.318,0.232,0.912,0.05,0.238,0.125,0.07,0.248,4030,2104,2.305645098,5.40703217,1.690456235,-0.343186956
3PT Shooting Swingmen,Gordon Hayward,SF,haywago01,2014,77,77,2800,79,16.2,2.5,14,24.1,2.1,1.1,15,23.4,23.1,0.369,0.816,19.4,0.453,0.304,0.402,0.271,0.246,0.894,0.038,0.209,0.131,0.093,0.296,5431,2800,0.638153004,4.881546039,0.9974466,0.819728567
3PT Shooting Swingmen,Gordon Hayward,SF,haywago01,2015,76,76,2618,79,20.2,2.4,14,21.7,2.2,0.9,13.8,29.7,26.2,0.425,0.812,22,0.481,0.364,0.299,0.304,0.142,0.858,0.046,0.206,0.175,0.119,0.197,5027,2618,3.434573939,8.34323364,3.576859355,0.957417579
3PT Shooting Swingmen,Gordon Hayward,SF,haywago01,2016,80,80,2893,79,18.3,2.5,13.5,18.2,1.7,0.8,12.5,28.8,25.7,0.397,0.824,21.9,0.477,0.349,0.32,0.341,0.234,0.797,0.051,0.209,0.182,0.128,0.14,5598,2893,0.714138502,5.148924552,0.956050161,0.684628223
3PT Shooting Swingmen,Gordon Hayward,SF,haywago01,2017,73,73,2516,79,22.2,2.3,15.4,18.2,1.5,0.6,9.4,33.4,27.6,0.371,0.844,24.1,0.506,0.398,0.429,0.324,0.134,0.745,0.062,0.23,0.126,0.138,0.181,5655,2927,3.682238109,8.533921782,3.849667752,0.050080436
3PT Shooting Swingmen,Gordon Hayward,PF,haywago01,2019,72,18,1863,79,15.6,2.9,15.5,18.4,1.6,1.1,12.8,21.3,19,0.294,0.834,16.4,0.542,0.333,0.607,0.364,0.294,0.87,0.041,0.231,0.132,0.135,0.137,4546,2130,0.509265452,3.4453831090000002,0.321392991,0.121916721
Stretch Forwards,Gordon Hayward,SF,haywago01,2020,45,45,1501,79,18.2,3.2,17.6,19,1.1,1.2,10.8,25.1,20.9,0.183,0.847,19.6,0.553,0.392,0.515,0.311,0.222,0.851,0.038,0.213,0.188,0.178,0.11,3183,1501,0.8841394127086223,2.791559061678493,1.011534571702394,0.3113719214800433
Stretch Forwards,Lazar Hayward,SF,haywala01,2011,42,0,419,78,10.8,5.9,12.8,10.3,1.4,1.3,9.9,19,19.5,0.273,0.786,18.3,0.404,0.283,0.579,0.39,0.167,1,0,0.214,0.221,0.058,0.117,852,419,-3.360343018,-0.13106203,-3.968588688,0.419049646
